account_no,holder_name,holder_address,bank_name,account_type,opened_date,avg_monthly_deposit_pkr
PK88-3753566765,F.Rizvi,"House No. 130, Gali 24, Model Town, Lahore",Askari Bank,Current,2025-01-19,2818405
PK91-1485225786,Farhan Rizvi,H#130 St-24 ModelTown Lahore,Meezan Bank,Savings,2019-08-28,4735780
PK36-4037213055,F. Rizvi,H#130 St-24 ModelTown Lahore,Allied Bank,Savings,2023-02-21,6933366
PK51-8211819216,F. Rizvi,مکان 130 گلی 24 Model Town لاہور,Allied Bank,Savings,2025-02-25,3857632
PK52-2707868523,Chaudhary Anas Malik,مکان 185 گلی 14 Westridge راولپنڈی,Bank Alfalah,Savings,2023-01-23,154735
PK75-8420629641,S. Mehsud,H#270 St-12 MadinaTown Faisalabad,Bank Alfalah,Savings,2022-01-22,7129504
PK49-4551055296,Rana Saba Mehsud,H#270 St-12 MadinaTown Faisalabad,Allied Bank,Savings,2025-01-25,5363340
PK44-9524018018,Umar Butt,"House No. 360, Gali 22, D Ground, Faisalabad",Allied Bank,Current,2019-07-10,4896261
PK39-8219580299,Irfan Siddiqui,"House 351, Street 10, E-11/2, Islamabad",Askari Bank,Savings,2025-09-06,6569623
PK79-8448637663,Irfan Siddiqui,مکان 351 گلی 10 E-11/2 اسلام آباد,Meezan Bank,Savings,2023-08-08,5060048
PK89-7597746204,Syed Irfan Siddiqui,"House No. 351, Gali 10, E-11/2, Islamabad",UBL,Current,2019-06-20,1779345
PK90-5376703419,B.Hashmi,"House 221, Street 23, DHA Phase 5, Lahore",Allied Bank,Foreign Currency,2024-12-01,220117
PK95-2388201928,Ayesha Wazir,"House No. 80, Gali 6, Gulbahar, Peshawar",HBL,Savings,2025-01-05,5740037
PK91-2251225707,عائشہ Wazir,"House 80, Street 6, Gulbahar, Peshawar",UBL,Foreign Currency,2021-12-14,5020406
PK15-3886083990,Sardar Shoaib Butt,"House No. 128, Gali 25, Gulshan-e-Iqbal, Karachi",UBL,Savings,2018-07-12,48722
PK61-9080556898,O.Ansari,"House No. 348, Gali 21, Madina Town, Faisalabad",Bank Alfalah,Current,2025-06-08,189475
PK49-7297732094,Rana Javeria Bhatti,"House 365, Street 23, D Ground, Faisalabad",Bank Alfalah,Savings,2021-07-31,3510871
PK12-2270326193,J. Bhatti,"House 365, Street 23, D Ground, Faisalabad",MCB,Current,2020-02-26,4995372
PK13-4384410932,W.Malik,"House 393, Street 27, Peoples Colony, Faisalabad",HBL,Savings,2018-05-21,3165287
PK95-8561666201,W. Malik,مکان 393 گلی 27 Peoples Colony Faisalabad,Bank Alfalah,Current,2021-12-22,7828284
PK73-6831453548,Wajahat Malik,"House No. 393, Gali 27, Peoples Colony, Faisalabad",Askari Bank,Savings,2019-10-04,3673434
PK56-7226563601,N. Rizvi,مکان 28 گلی 26 Madina Town Faisalabad,Allied Bank,Savings,2021-04-15,60072
PK43-8408154885,U. Sheikh,مکان 139 گلی 7 G-10/2 اسلام آباد,Bank Alfalah,Savings,2022-11-04,1148214
PK72-1112735648,Chaudhary Babar Sheikh,مکان 300 گلی 33 B-17 اسلام آباد,UBL,Savings,2023-12-31,3741561
PK49-2726201919,B.Sheikh,"House No. 300, Gali 33, B-17, Islamabad",UBL,Foreign Currency,2020-02-16,3899138
PK48-3192295021,Malik Naveed Gondal,"House 80, Street 20, Gulgasht, Multan",JS Bank,Current,2019-06-10,5193482
PK73-4938266990,Naveed Gondal,"House 80, Street 20, Gulgasht, Multan",UBL,Foreign Currency,2025-08-12,1590013
PK78-5090882170,Sufyan Warraich,"House No. 154, Gali 26, G-10/2, Islamabad",HBL,Foreign Currency,2020-05-28,209608
PK12-2425510365,Chaudhary Bushra Yousafzai,H#75 St-2 E-11/2 Islamabad,Askari Bank,Savings,2023-05-05,897074
PK51-9039715810,Bushra Yousafzai,H#75 St-2 E-11/2 Islamabad,UBL,Current,2025-01-12,2275636
PK65-1437769519,زینب Baig,"House 149, Street 19, North Nazimabad, Karachi",Bank Alfalah,Foreign Currency,2025-03-31,3912238
PK24-5324032872,Z. Baig,"House No. 149, Gali 19, North Nazimabad, Karachi",MCB,Savings,2024-03-29,3912361
PK60-3496056465,Z. Baig,H#149 St-19 NorthNazimabad Karachi,Allied Bank,Foreign Currency,2019-01-14,3379195
PK85-4897930897,Kinza Qureshi,مکان 218 گلی 10 North Nazimabad کراچی,Askari Bank,Current,2025-09-29,4324252
PK39-4899311140,K.Qureshi,"House 218, Street 10, North Nazimabad, Karachi",UBL,Savings,2022-04-03,3565566
PK91-8802935783,Khadija Niazi,مکان 334 گلی 40 B-17 اسلام آباد,MCB,Savings,2021-10-23,1298284
PK41-6665879948,K.Niazi,"House 334, Street 40, B-17, Islamabad",HBL,Savings,2019-12-27,2736315
PK55-3564554753,U.Lodhi,"House 184, Street 33, F-8/3, Islamabad",Meezan Bank,Savings,2022-04-05,4806040
PK40-5842776346,U.Lodhi,مکان 184 گلی 33 F-8/3 اسلام آباد,UBL,Foreign Currency,2020-06-10,2734921
PK83-6216640516,Kamran Ansari,مکان 181 گلی 37 Cantt Multan,JS Bank,Foreign Currency,2020-01-11,66249
PK28-7047792319,Chaudhary Mubashir Warraich,"House 248, Street 25, B-17, Islamabad",Bank Alfalah,Current,2021-05-16,1741181
PK67-3356911372,Chaudhary Mubashir Warraich,"House 248, Street 25, B-17, Islamabad",Allied Bank,Foreign Currency,2020-07-07,3247519
PK82-3120902141,Shahzad Orakzai,"House 298, Street 23, Wapda Town, Lahore",Meezan Bank,Foreign Currency,2018-08-11,175519
PK72-1795321346,D. Qureshi,"House 256, Street 31, Cantt, Multan",Meezan Bank,Savings,2019-11-01,33917
PK24-3387158496,S.Tareen,"House 324, Street 2, Wapda Town, Lahore",Bank Alfalah,Savings,2023-08-26,1767849
PK21-9907688320,T. Gilani,"House No. 101, Gali 17, Peoples Colony, Faisalabad",Meezan Bank,Current,2021-10-17,142450
PK85-1842514670,Ibrahim Kakar,"House 175, Street 12, Clifton Block 2, Karachi",Allied Bank,Current,2020-06-14,2984599
PK57-5581060914,A.Gill,"House 287, Street 9, Wapda Town, Lahore",JS Bank,Savings,2025-10-15,94194
PK65-7716299996,Rabia راجہ,H#52 St-8 ChaklalaScheme3 Rawalpindi,Bank Alfalah,Savings,2024-12-13,4994628
PK57-3857831480,Shoaib Mirza,"House No. 200, Gali 23, University Town, Peshawar",Allied Bank,Foreign Currency,2020-07-28,1916539
PK89-1661033102,S. Yousafzai,مکان 205 گلی 40 Madina Town Faisalabad,Meezan Bank,Savings,2023-06-13,1207073
PK11-1264521860,Z. Malik,"House No. 216, Gali 17, I-8/4, Islamabad",Meezan Bank,Savings,2021-08-14,195935
PK75-6004895751,Syed Mehwish Raja,مکان 67 گلی 18 Madina Town Faisalabad,MCB,Savings,2024-12-18,2649599
PK28-8802762451,M. Raja,مکان 67 گلی 18 Madina Town Faisalabad,HBL,Foreign Currency,2025-10-29,4891856
PK67-8121176116,Farhan Sial,H#117 St-2 Gulshan-e-Iqbal Karachi,Bank Alfalah,Foreign Currency,2024-12-22,3831601
PK61-8250164395,Farhan Sial,مکان 117 گلی 2 Gulshan-e-Iqbal کراچی,Askari Bank,Current,2019-02-28,6670905
PK63-1232644413,Mian Farhan Sial,مکان 117 گلی 2 Gulshan-e-Iqbal کراچی,MCB,Savings,2024-12-06,2749826
PK49-3415381056,Farhan Sial,H#117 St-2 Gulshan-e-Iqbal Karachi,MCB,Savings,2022-01-28,3481718
PK71-2794100183,Sadia Rajput,H#393 St-25 E-11/2 Islamabad,JS Bank,Foreign Currency,2023-05-22,324911
PK11-8076931577,Danish Tarar,H#291 St-3 Gulgasht Multan,MCB,Current,2022-07-24,264125
PK94-2613413720,Chaudhary Bushra Chaudhry,مکان 279 گلی 14 I-8/4 اسلام آباد,UBL,Savings,2024-12-19,1442793
PK69-7268127167,B. Chaudhry,H#279 St-14 I-8/4 Islamabad,Allied Bank,Savings,2025-02-22,3179082
PK82-8761937547,B. Chaudhry,H#279 St-14 I-8/4 Islamabad,MCB,Savings,2025-08-14,1573493
PK41-8385677173,Bushra Chaudhry,مکان 279 گلی 14 I-8/4 اسلام آباد,Bank Alfalah,Savings,2020-09-23,6461882
PK38-8406952661,Zara Janjua,"House No. 164, Gali 35, Madina Town, Faisalabad",Allied Bank,Savings,2022-01-03,70697
PK52-2531270347,حسین Janjua,H#333 St-30 ShahRukn-e-Alam Multan,Askari Bank,Savings,2021-04-09,200718
PK68-9065538663,M.Raja,"House 313, Street 25, I-8/4, Islamabad",MCB,Current,2019-06-28,4790668
PK61-6358655777,M.Raja,"House No. 313, Gali 25, I-8/4, Islamabad",Allied Bank,Savings,2025-06-10,4708747
PK71-4871085503,A. Zaidi,مکان 274 گلی 30 Gulshan-e-Iqbal کراچی,MCB,Foreign Currency,2025-12-08,174015
PK55-4310045283,H.Yousafzai,"House No. 138, Gali 17, Gulberg III, Lahore",UBL,Savings,2022-09-08,4923087
PK62-2963459653,N. Ansari,"House 9, Street 29, North Nazimabad, Karachi",Bank Alfalah,Savings,2019-03-12,3297181
PK97-5454951478,Nadeem Ansari,"House 9, Street 29, North Nazimabad, Karachi",Meezan Bank,Savings,2025-05-01,3879305
PK88-1398496983,Rehan Tarar,"House 41, Street 18, G-13/1, Islamabad",MCB,Foreign Currency,2020-10-01,929510
PK75-4448837372,T. Mehsud,H#297 St-21 MadinaTown Faisalabad,UBL,Savings,2018-05-30,31928
PK78-8018792468,Sardar Kashif Malik,"House No. 277, Gali 3, Shah Rukn-e-Alam, Multan",Askari Bank,Current,2021-05-09,198673
PK28-9939366229,Fahad Kazmi,"House No. 105, Gali 21, F-8/3, Islamabad",Bank Alfalah,Savings,2021-09-17,3315967
PK20-6116463453,Fahad Kazmi,H#105 St-21 F-8/3 Islamabad,Bank Alfalah,Foreign Currency,2025-11-08,7434731
PK97-1985790309,Rashid Malik,مکان 185 گلی 22 Wapda Town لاہور,Bank Alfalah,Foreign Currency,2018-09-09,3017193
PK18-5846258933,R.Malik,"House No. 185, Gali 22, Wapda Town, Lahore",UBL,Current,2023-02-19,4903235
PK42-3972566953,R. Malik,"House No. 185, Gali 22, Wapda Town, Lahore",MCB,Foreign Currency,2021-07-31,1850007
PK61-2898947101,Rashid Malik,"House 185, Street 22, Wapda Town, Lahore",HBL,Current,2023-03-21,6501270
PK73-5086826242,عثمان Mirza,H#55 St-39 SatelliteTown Rawalpindi,UBL,Current,2025-08-19,50200
PK76-2400695875,D. Khokhar,"House 355, Street 16, DHA Phase 5, Lahore",HBL,Foreign Currency,2020-02-14,213716
PK46-4976076150,F. Sandhu,مکان 310 گلی 15 Shah Rukn-e-Alam Multan,Allied Bank,Current,2023-01-30,27279
PK13-5498378331,N.Tareen,"House No. 241, Gali 7, D Ground, Faisalabad",UBL,Foreign Currency,2021-08-27,4373768
PK81-2995062275,Nadeem Tareen,"House No. 241, Gali 7, D Ground, Faisalabad",MCB,Savings,2018-08-03,6896805
PK77-2690272481,فاطمہ Naqvi,مکان 182 گلی 9 North Nazimabad کراچی,UBL,Savings,2023-09-06,159857
PK33-6292607077,Ehsan Bukhari,"House 56, Street 3, D Ground, Faisalabad",Askari Bank,Current,2025-09-04,1605095
PK66-2896938438,E. Bukhari,"House No. 56, Gali 3, D Ground, Faisalabad",Allied Bank,Foreign Currency,2023-03-07,6300289
PK70-9294558957,Ehsan Bukhari,"House No. 56, Gali 3, D Ground, Faisalabad",MCB,Savings,2023-11-17,6145886
PK18-6425851033,Syed Zubair Tareen,H#376 St-12 DHAPhase6 Karachi,UBL,Savings,2020-03-30,65641
PK67-8111989110,M. Sandhu,"House No. 233, Gali 25, Gulgasht, Multan",HBL,Foreign Currency,2025-11-05,7717069
PK76-2616448429,M. Sandhu,H#233 St-25 Gulgasht Multan,Bank Alfalah,Foreign Currency,2020-11-30,4141268
PK73-8719808269,D. Niazi,"House 25, Street 37, Gulshan-e-Iqbal, Karachi",Allied Bank,Current,2025-04-05,301703
PK49-1701087341,S. Tareen,مکان 22 گلی 14 Bahria Phase 4 راولپنڈی,Askari Bank,Savings,2025-11-23,28595
PK82-7505087112,Nadeem Shirazi,"House No. 119, Gali 18, Hayatabad Phase 3, Peshawar",JS Bank,Current,2022-10-13,34263
PK47-2955296532,Hassan Shirazi,"House No. 276, Gali 13, G-13/1, Islamabad",HBL,Current,2023-06-11,195225
PK10-9641582068,Rida Joiya,H#233 St-19 PeoplesColony Faisalabad,MCB,Current,2025-03-25,3105126
PK49-2829880342,Rida Joiya,H#233 St-19 PeoplesColony Faisalabad,JS Bank,Foreign Currency,2019-07-15,3601672
PK98-7727242465,N.Lodhi,"House No. 60, Gali 23, Gulgasht, Multan",Meezan Bank,Savings,2022-10-20,252586
PK49-4492278817,Waseem Khokhar,H#263 St-5 Gulgasht Multan,Meezan Bank,Foreign Currency,2025-07-23,42332
PK62-3258904753,Chaudhary Saqib Baig,مکان 339 گلی 3 Gulbahar Peshawar,UBL,Current,2021-09-27,204765
PK73-4847412688,G.Baig,"House 78, Street 32, Model Town, Lahore",HBL,Savings,2024-10-25,129074
PK74-2041068369,S.Durrani,H#2 St-28 Cantt Multan,Meezan Bank,Savings,2019-06-17,260163
PK35-6296163414,Javeria Kayani,H#324 St-38 MadinaTown Faisalabad,Askari Bank,Savings,2021-11-05,1676857
PK97-3776214857,J.Kayani,"House 324, Street 38, Madina Town, Faisalabad",JS Bank,Savings,2018-12-09,7050272
PK42-9963014635,Javeria Kayani,H#324 St-38 MadinaTown Faisalabad,JS Bank,Current,2018-08-14,4274469
PK73-6606948557,Mian Irfan Tarar,"House 127, Street 28, Gulshan-e-Iqbal, Karachi",Allied Bank,Foreign Currency,2021-07-07,7118343
PK18-7737995173,I. Tarar,"House No. 127, Gali 28, Gulshan-e-Iqbal, Karachi",MCB,Savings,2021-02-07,6710112
PK28-8017155026,Irfan Tarar,"House No. 127, Gali 28, Gulshan-e-Iqbal, Karachi",UBL,Current,2022-01-16,5405057
PK35-5259779660,L. Awan,مکان 251 گلی 39 University Town Peshawar,Allied Bank,Savings,2022-02-02,157392
PK54-1437126290,Obaid شیخ,"House No. 134, Gali 21, Madina Town, Faisalabad",Askari Bank,Foreign Currency,2022-11-30,71743
PK80-6430258727,Sajid Hashmi,"House No. 174, Gali 3, Cantt, Multan",UBL,Current,2019-04-13,3118202
PK50-4424069766,S.Hashmi,H#174 St-3 Cantt Multan,HBL,Savings,2020-02-08,3313379
PK83-8800317201,Maryam Dar,مکان 57 گلی 40 Gulbahar Peshawar,Meezan Bank,Foreign Currency,2025-07-06,3490992
PK17-5806124391,A. Virk,مکان 171 گلی 23 B-17 اسلام آباد,HBL,Foreign Currency,2021-04-30,198411
PK43-8215697821,Waqas Rizvi,"House No. 149, Gali 11, DHA Phase 6, Karachi",Askari Bank,Savings,2021-05-12,4898244
PK26-3403280984,A. Butt,"House 387, Street 34, Hayatabad Phase 3, Peshawar",HBL,Savings,2023-04-05,195106
PK58-1184240553,M.Malik,"House 18, Street 18, Bahria Phase 4, Rawalpindi",Bank Alfalah,Savings,2024-11-19,35111
PK34-3656441249,T. Chaudhry,"House 370, Street 27, G-13/1, Islamabad",Allied Bank,Foreign Currency,2020-09-08,6931686
PK29-9617274256,T. Chaudhry,مکان 370 گلی 27 G-13/1 اسلام آباد,Askari Bank,Savings,2019-08-05,6544375
PK70-7827336210,T.Chaudhry,H#370 St-27 G-13/1 Islamabad,UBL,Current,2018-03-05,5422604
PK74-4541276342,Tariq Chaudhry,"House No. 370, Gali 27, G-13/1, Islamabad",UBL,Foreign Currency,2019-01-26,6178157
PK53-9788391300,Umar Shirazi,"House 166, Street 28, University Town, Peshawar",Bank Alfalah,Foreign Currency,2025-05-19,2590145
PK12-9998549229,U. Shirazi,"House No. 166, Gali 28, University Town, Peshawar",HBL,Foreign Currency,2021-02-19,2650280
PK27-1179588802,N.Khattak,مکان 193 گلی 19 Madina Town Faisalabad,UBL,Savings,2018-10-14,1317645
PK38-5269819374,T.Gondal,"House 204, Street 15, Peoples Colony, Faisalabad",Meezan Bank,Foreign Currency,2025-06-24,175422
PK34-9576864675,Syed Babar Abbasi,مکان 43 گلی 7 Gulbahar Peshawar,UBL,Savings,2020-06-26,1731830
PK45-2611452782,B.Abbasi,"House No. 43, Gali 7, Gulbahar, Peshawar",HBL,Foreign Currency,2025-09-25,4663378
PK17-4716193786,Chaudhary Babar Abbasi,H#43 St-7 Gulbahar Peshawar,UBL,Foreign Currency,2018-07-05,1309444
PK51-4916596333,B. Abbasi,"House No. 43, Gali 7, Gulbahar, Peshawar",Bank Alfalah,Current,2019-04-14,2602555
PK68-8261945662,Nasir Yousafzai,H#268 St-37 UniversityTown Peshawar,HBL,Savings,2023-03-14,2902538
PK94-9880308958,E.Abbasi,H#353 St-37 I-8/4 Islamabad,Meezan Bank,Savings,2024-11-24,1469436
PK52-5359575689,Sardar Ehsan Abbasi,H#353 St-37 I-8/4 Islamabad,Bank Alfalah,Savings,2025-05-11,3709398
PK24-9852227549,Zainab Hashmi,"House 165, Street 30, Johar Town, Lahore",MCB,Savings,2019-04-06,1548833
PK71-9802055837,K.Awan,"House 83, Street 34, Hayatabad Phase 3, Peshawar",Allied Bank,Savings,2019-10-13,23072
PK37-6074802395,H. Sial,"House No. 321, Gali 34, DHA Phase 6, Karachi",Askari Bank,Foreign Currency,2018-08-26,128193
PK19-2529144063,Rauf Mirza,"House 139, Street 34, Gulgasht, Multan",Meezan Bank,Savings,2019-12-26,3577973
PK79-5777543919,Rauf Mirza,"House No. 139, Gali 34, Gulgasht, Multan",JS Bank,Savings,2024-05-12,6947176
PK83-5335005127,R. Mirza,مکان 139 گلی 34 Gulgasht Multan,UBL,Savings,2025-05-21,7368441
PK30-7531004746,J.Naqvi,"House No. 6, Gali 21, Shah Rukn-e-Alam, Multan",Meezan Bank,Savings,2020-03-22,78140
PK18-7469607751,O.Orakzai,"House No. 356, Gali 7, Bahria Phase 4, Rawalpindi",UBL,Foreign Currency,2020-12-31,333392
PK78-5373997753,Rana Iqra Mughal,"House No. 326, Gali 36, I-8/4, Islamabad",MCB,Savings,2021-05-31,246346
PK63-8812457588,K.Durrani,"House 320, Street 26, Gulberg III, Lahore",Askari Bank,Savings,2019-09-15,2859232
PK99-8509611163,Khadija Durrani,"House 320, Street 26, Gulberg III, Lahore",Allied Bank,Savings,2025-07-12,5860659
PK45-9873005464,W. Ansari,"House 53, Street 9, Wapda Town, Lahore",UBL,Foreign Currency,2018-07-29,3025619
PK28-4739459349,Waseem Ansari,مکان 53 گلی 9 Wapda Town لاہور,Bank Alfalah,Savings,2022-08-18,4005146
PK80-1237963820,Mehwish Abbasi,مکان 244 گلی 1 Bahria Phase 4 راولپنڈی,Allied Bank,Foreign Currency,2025-09-15,3145499
PK24-8545738996,Qasim Wazir,"House 155, Street 33, Gulshan-e-Iqbal, Karachi",UBL,Savings,2023-12-03,49623
PK86-5313621495,Mian Ghulam Niazi,"House 163, Street 34, Gulbahar, Peshawar",Bank Alfalah,Savings,2019-03-17,47362
PK32-2829723089,Sardar Haris Joiya,"House No. 100, Gali 1, Wapda Town, Lahore",JS Bank,Current,2023-05-25,33180
PK63-4618424487,عائشہ خان,"House No. 18, Gali 18, Madina Town, Faisalabad",UBL,Savings,2025-10-02,5568648
PK89-6981154148,A.Khan,H#18 St-18 MadinaTown Faisalabad,UBL,Current,2018-06-22,4417781
PK45-3711823981,Amna Malik,"House No. 242, Gali 39, Gulbahar, Peshawar",Bank Alfalah,Savings,2020-08-08,4179614
PK49-5762556543,A. Malik,"House 242, Street 39, Gulbahar, Peshawar",Askari Bank,Foreign Currency,2021-11-30,1432467
PK81-2092804992,A. Malik,مکان 242 گلی 39 Gulbahar Peshawar,Bank Alfalah,Current,2019-07-26,2159774
PK79-4556137034,A.Malik,مکان 242 گلی 39 Gulbahar Peshawar,Meezan Bank,Savings,2020-02-04,6053336
PK47-7929979349,Hussain Sandhu,"House 366, Street 10, G-13/1, Islamabad",MCB,Foreign Currency,2022-10-04,30121
PK49-4950618467,Haji Imran Joiya,مکان 32 گلی 21 Gulgasht Multan,UBL,Savings,2021-05-12,5641701
PK64-4757520378,I. Joiya,"House No. 32, Gali 21, Gulgasht, Multan",Bank Alfalah,Current,2024-11-13,7535564
PK21-5579814495,I. Joiya,"House No. 32, Gali 21, Gulgasht, Multan",MCB,Current,2022-12-23,1503289
PK74-1243620737,Mian Imran Joiya,مکان 32 گلی 21 Gulgasht Multan,Allied Bank,Foreign Currency,2021-07-11,3369415
PK55-1411362371,B.Mehsud,H#364 St-11 UniversityTown Peshawar,JS Bank,Current,2025-11-26,44686
PK53-2217484313,W. Shirazi,H#89 St-1 Westridge Rawalpindi,Allied Bank,Foreign Currency,2024-07-18,136449
PK67-1938597893,R. Khokhar,H#47 St-12 G-10/2 Islamabad,Allied Bank,Current,2018-04-22,2194877
PK66-6945119037,Rabia Khokhar,"House 47, Street 12, G-10/2, Islamabad",MCB,Savings,2021-09-04,3003452
PK36-9537123690,R.Khokhar,"House 47, Street 12, G-10/2, Islamabad",HBL,Foreign Currency,2023-10-16,1706597
PK23-4358269563,Sardar Ahmed Dar,"House 236, Street 6, Shah Rukn-e-Alam, Multan",MCB,Savings,2023-12-25,21607
PK54-9359640318,O. Sheikh,H#92 St-18 Gulshan-e-Iqbal Karachi,HBL,Savings,2021-06-03,181216
PK77-8071953998,Sajid Baig,"House 133, Street 29, Chaklala Scheme 3, Rawalpindi",MCB,Savings,2021-10-08,2783213
PK47-5351223039,Uzma Naqvi,"House 19, Street 38, DHA Phase 6, Karachi",Meezan Bank,Foreign Currency,2023-08-12,2474305
PK87-6887507644,Sardar Uzma Naqvi,"House No. 19, Gali 38, DHA Phase 6, Karachi",Allied Bank,Savings,2020-06-20,1646713
PK27-2039143050,Rehan Khokhar,مکان 60 گلی 34 DHA Phase 5 لاہور,Askari Bank,Foreign Currency,2022-09-03,3248993
PK61-3072742714,Rana Rehan Khokhar,"House 60, Street 34, DHA Phase 5, Lahore",Allied Bank,Savings,2024-06-01,5650843
PK99-8121758250,B.Bukhari,H#360 St-7 I-8/4 Islamabad,Allied Bank,Current,2021-09-23,1183403
PK24-2851987342,Bushra Bukhari,H#360 St-7 I-8/4 Islamabad,JS Bank,Savings,2018-06-06,3058269
PK85-2987123316,Uzma قریشی,"House No. 157, Gali 11, Chaklala Scheme 3, Rawalpindi",UBL,Current,2020-01-26,3176728
PK65-2430065360,U.Qureshi,"House 157, Street 11, Chaklala Scheme 3, Rawalpindi",HBL,Foreign Currency,2023-08-08,1027584
PK55-2595605873,Haji Ubaid Bukhari,مکان 223 گلی 26 D Ground Faisalabad,JS Bank,Foreign Currency,2024-11-04,218629
PK27-7967080783,Zafar Mehsud,مکان 21 گلی 15 Gulshan-e-Iqbal کراچی,Askari Bank,Current,2018-07-28,61821
PK18-4760791024,Nasir Bukhari,"House No. 263, Gali 11, F-8/3, Islamabad",Allied Bank,Foreign Currency,2025-02-24,37421
PK15-5263140161,N. Awan,H#28 St-6 ShahRukn-e-Alam Multan,Allied Bank,Savings,2018-07-30,344167
PK39-4869751161,Sadia Mehsud,مکان 242 گلی 25 DHA Phase 6 کراچی,MCB,Current,2018-06-17,93958
PK50-1499171238,N.Kakar,"House 346, Street 28, Gulberg III, Lahore",HBL,Foreign Currency,2021-11-17,98495
PK75-9921815346,Shoaib Shirazi,"House 189, Street 24, Bahria Phase 4, Rawalpindi",JS Bank,Current,2023-07-29,3704928
PK63-6851935721,Rana Shoaib Shirazi,"House 189, Street 24, Bahria Phase 4, Rawalpindi",Askari Bank,Current,2023-11-02,4490521
PK16-6217827213,Chaudhary Shoaib Shirazi,H#189 St-24 BahriaPhase4 Rawalpindi,MCB,Current,2018-09-17,4900254
PK35-6845590975,S.Shirazi,"House 189, Street 24, Bahria Phase 4, Rawalpindi",Meezan Bank,Foreign Currency,2021-06-22,4733059
PK92-9461565676,U.Gondal,"House 97, Street 3, Westridge, Rawalpindi",JS Bank,Savings,2023-09-15,132614
PK56-8723160924,Q.Abbasi,"House 199, Street 31, Gulberg III, Lahore",Meezan Bank,Savings,2021-11-05,85239
PK75-3471561234,Haji Wajahat Raja,H#336 St-26 DHAPhase5 Lahore,JS Bank,Savings,2018-01-13,1213794
PK54-1388404442,Maryam Tareen,"House 77, Street 1, Clifton Block 2, Karachi",Allied Bank,Savings,2022-06-12,1098474
PK52-4308572652,M.Tareen,"House 77, Street 1, Clifton Block 2, Karachi",MCB,Savings,2025-04-17,2214688
PK28-4514316725,Rana Kashif Sial,"House No. 393, Gali 2, Gulberg III, Lahore",Bank Alfalah,Savings,2024-04-08,70611
