trip_id,passenger_name,passenger_address,destination,departure_date,trip_class,est_trip_cost_pkr
TRP-9530883,Zafar Khattak,مکان 165 گلی 19 Chaklala Scheme 3 راولپنڈی,Baku,2025-01-04,First,408730
TRP-3206368,Malik Zafar Khattak,"House No. 165, Gali 19, Chaklala Scheme 3, Rawalpindi",Istanbul,2025-12-21,First,468008
TRP-6899477,Rana Saad Tarar,مکان 19 گلی 26 Hayatabad Phase 3 Peshawar,Skardu,2024-04-13,Economy,75265
TRP-1952471,B. Mirza,H#69 St-33 NorthNazimabad Karachi,Lahore,2025-01-15,Economy,35526
TRP-1266895,Chaudhary Uzma Kayani,H#8 St-22 Cantt Multan,Dubai,2025-12-25,Business,418506
TRP-3716822,Uzma Kayani,مکان 8 گلی 22 Cantt Multan,Kuala Lumpur,2024-10-25,First,554391
TRP-1866900,N. Virk,مکان 386 گلی 18 Westridge راولپنڈی,Istanbul,2025-01-17,Business,476626
TRP-1311004,Nadeem Virk,"House 386, Street 18, Westridge, Rawalpindi",Baku,2025-04-28,Business,288700
TRP-9012615,Nadeem Virk,H#386 St-18 Westridge Rawalpindi,Kuala Lumpur,2026-02-10,Business,535315
TRP-6824539,N. Virk,H#386 St-18 Westridge Rawalpindi,Istanbul,2025-09-02,First,488261
TRP-3204608,N. Virk,H#386 St-18 Westridge Rawalpindi,Dubai,2024-03-18,First,481932
TRP-9658626,N.Virk,"House No. 386, Gali 18, Westridge, Rawalpindi",Kuala Lumpur,2024-04-27,First,488027
TRP-8327521,J.Yousafzai,H#69 St-31 BahriaPhase4 Rawalpindi,Jeddah,2025-03-15,First,557555
TRP-8509469,Jawad Yousafzai,مکان 69 گلی 31 Bahria Phase 4 راولپنڈی,Kuala Lumpur,2024-11-20,Business,515445
TRP-2216000,J. Yousafzai,"House No. 69, Gali 31, Bahria Phase 4, Rawalpindi",Dubai,2025-08-11,Business,497430
TRP-8233666,Mian Jawad Yousafzai,H#69 St-31 BahriaPhase4 Rawalpindi,Dubai,2024-09-21,Business,521943
TRP-1244778,Haji Jawad Yousafzai,"House 69, Street 31, Bahria Phase 4, Rawalpindi",Baku,2024-10-26,Business,349082
TRP-4571154,M.Wazir,"House 391, Street 16, Hayatabad Phase 3, Peshawar",Kuala Lumpur,2025-12-15,Business,391516
TRP-2227669,M. Wazir,مکان 391 گلی 16 Hayatabad Phase 3 Peshawar,Istanbul,2024-07-12,Business,492959
TRP-8275992,Maryam Wazir,مکان 391 گلی 16 Hayatabad Phase 3 Peshawar,Istanbul,2026-04-01,First,552255
TRP-9360674,Maryam Wazir,مکان 391 گلی 16 Hayatabad Phase 3 Peshawar,Dubai,2025-05-25,First,511040
TRP-8044912,F.Mehsud,مکان 47 گلی 33 Westridge راولپنڈی,Istanbul,2026-04-29,First,368720
TRP-7373169,F.Mehsud,"House 47, Street 33, Westridge, Rawalpindi",Baku,2024-10-30,First,336449
TRP-4870054,Fahad Mehsud,"House 47, Street 33, Westridge, Rawalpindi",Kuala Lumpur,2025-02-15,First,490895
TRP-5146853,Rabia Sheikh,H#345 St-20 MadinaTown Faisalabad,Istanbul,2024-04-01,Business,599954
TRP-5056973,Rabia Sheikh,"House 345, Street 20, Madina Town, Faisalabad",London,2024-04-21,Business,1233568
TRP-8123072,عثمان Sial,مکان 278 گلی 4 DHA Phase 5 لاہور,Istanbul,2024-06-21,Business,442266
TRP-5764012,U. Sial,مکان 278 گلی 4 DHA Phase 5 لاہور,Jeddah,2025-01-05,Business,442855
TRP-6257463,Uzma Durrani,"House No. 192, Gali 25, Shah Rukn-e-Alam, Multan",Istanbul,2024-03-08,First,572431
TRP-3367992,Syed Uzma Durrani,"House No. 192, Gali 25, Shah Rukn-e-Alam, Multan",Dubai,2024-07-13,First,308708
TRP-7192010,Uzma Durrani,H#192 St-25 ShahRukn-e-Alam Multan,Istanbul,2026-01-25,Business,584831
TRP-1907781,Uzma Durrani,مکان 192 گلی 25 Shah Rukn-e-Alam Multan,Kuala Lumpur,2024-09-28,First,383643
TRP-2443494,Uzma Durrani,"House 192, Street 25, Shah Rukn-e-Alam, Multan",London,2025-04-24,First,821272
TRP-1662570,Taimoor Shirazi,"House 25, Street 16, Gulgasht, Multan",London,2025-08-25,Business,1291214
TRP-8096688,T. Shirazi,H#25 St-16 Gulgasht Multan,Jeddah,2024-12-16,First,482411
TRP-8481705,Mian Taimoor Shirazi,مکان 25 گلی 16 Gulgasht Multan,Baku,2025-02-27,Business,348489
TRP-2458765,Syed Bushra Naqvi,مکان 154 گلی 18 Westridge راولپنڈی,Dubai,2025-07-24,First,303318
TRP-6509997,B. Naqvi,"House 154, Street 18, Westridge, Rawalpindi",Baku,2025-07-12,First,360006
TRP-5933474,B.Naqvi,مکان 154 گلی 18 Westridge راولپنڈی,London,2025-09-30,Business,794424
TRP-9485578,B. Naqvi,"House No. 154, Gali 18, Westridge, Rawalpindi",Baku,2024-11-06,First,339033
TRP-6435975,M.Rajput,"House 154, Street 10, Bahria Phase 4, Rawalpindi",Kuala Lumpur,2024-08-23,First,462373
TRP-4822824,M. Rajput,"House 154, Street 10, Bahria Phase 4, Rawalpindi",Kuala Lumpur,2025-07-11,Business,541753
TRP-7627705,Maryam Rajput,"House No. 154, Gali 10, Bahria Phase 4, Rawalpindi",Dubai,2025-04-25,First,430727
TRP-4414013,M.Rajput,مکان 154 گلی 10 Bahria Phase 4 راولپنڈی,London,2026-03-14,Business,1134508
TRP-2764943,Luqman Janjua,"House 170, Street 6, Johar Town, Lahore",Jeddah,2025-04-19,First,537598
TRP-3921984,Sardar Luqman Janjua,"House No. 170, Gali 6, Johar Town, Lahore",London,2025-06-26,Business,915449
TRP-2656383,M.Khan,مکان 380 گلی 8 Bahria Phase 4 راولپنڈی,Karachi,2026-01-12,Economy,62315
TRP-9210573,A.Kakar,"House 239, Street 35, Model Town, Lahore",Baku,2024-08-26,First,353320
TRP-8584715,Atif Kakar,"House 239, Street 35, Model Town, Lahore",Baku,2025-07-26,Business,449256
TRP-8541460,A.Kakar,"House No. 239, Gali 35, Model Town, Lahore",Jeddah,2025-11-06,First,528202
TRP-1939699,R.Malik,"House 300, Street 38, Wapda Town, Lahore",Lahore,2024-11-11,Economy,50502
TRP-3495920,Naveed Durrani,"House No. 95, Gali 35, Madina Town, Faisalabad",Karachi,2025-10-13,Economy,73934
TRP-6595038,B. Tareen,H#71 St-15 E-11/2 Islamabad,London,2026-05-27,First,1288548
TRP-3651430,Bilal Tareen,"House 71, Street 15, E-11/2, Islamabad",Baku,2025-02-24,First,292914
TRP-1991544,Bilal Tareen,"House No. 71, Gali 15, E-11/2, Islamabad",Istanbul,2025-12-08,Business,363885
TRP-4292447,Rana Bilal Tareen,"House No. 71, Gali 15, E-11/2, Islamabad",Baku,2024-06-30,First,296297
TRP-9407200,I.Yousafzai,H#316 St-31 Gulgasht Multan,Kuala Lumpur,2024-09-16,First,595568
TRP-4597163,عمران Yousafzai,مکان 316 گلی 31 Gulgasht Multan,Istanbul,2025-10-22,Business,433634
TRP-4548029,Mian Hina Butt,مکان 355 گلی 37 Bahria Phase 4 راولپنڈی,Baku,2025-02-06,Business,431817
TRP-2373845,H. Butt,"House 355, Street 37, Bahria Phase 4, Rawalpindi",Istanbul,2024-02-28,Business,470106
TRP-7533381,H. Butt,H#355 St-37 BahriaPhase4 Rawalpindi,London,2025-01-23,First,1255499
TRP-2741191,Hina بٹ,H#355 St-37 BahriaPhase4 Rawalpindi,Istanbul,2026-05-25,First,429760
TRP-2021485,Hina بٹ,H#355 St-37 BahriaPhase4 Rawalpindi,Istanbul,2024-11-25,First,437110
TRP-3642035,Rana Hina Butt,H#355 St-37 BahriaPhase4 Rawalpindi,Istanbul,2025-04-26,First,538584
TRP-5745746,S. Bhatti,مکان 301 گلی 10 F-8/3 اسلام آباد,London,2024-11-23,First,1285031
TRP-8780891,F.Cheema,H#305 St-26 DGround Faisalabad,Baku,2026-05-23,First,321703
TRP-7332982,Mian Faisal Cheema,"House No. 305, Gali 26, D Ground, Faisalabad",Baku,2024-11-01,First,375408
TRP-4490119,Syed Faisal Cheema,"House 305, Street 26, D Ground, Faisalabad",Dubai,2025-09-20,First,480847
TRP-5196288,F. Cheema,"House No. 305, Gali 26, D Ground, Faisalabad",Jeddah,2026-03-01,Business,349646
TRP-2127758,Sadia Virk,مکان 349 گلی 38 DHA Phase 6 کراچی,Kuala Lumpur,2024-10-27,First,509023
TRP-3422288,S. Virk,"House 349, Street 38, DHA Phase 6, Karachi",Istanbul,2024-01-31,First,358863
TRP-3850029,Sardar Sadia Virk,H#349 St-38 DHAPhase6 Karachi,Istanbul,2026-05-24,First,468833
TRP-6540402,Haji Sadia Virk,"House 349, Street 38, DHA Phase 6, Karachi",Istanbul,2026-03-17,Business,470547
TRP-5018375,S.Sandhu,H#53 St-9 UniversityTown Peshawar,Dubai,2025-02-01,First,390168
TRP-6731686,Sufyan Sandhu,"House No. 53, Gali 9, University Town, Peshawar",Dubai,2024-05-02,First,324019
TRP-4675611,S. Sandhu,"House No. 53, Gali 9, University Town, Peshawar",Dubai,2025-03-01,Business,340125
TRP-9738199,Sardar Sajid Niazi,"House 75, Street 5, Model Town, Lahore",Skardu,2024-01-02,Economy,109561
TRP-9637783,I. Kayani,"House 305, Street 40, Westridge, Rawalpindi",Skardu,2024-09-05,Economy,111409
TRP-5900791,Ibrahim Siddiqui,"House No. 304, Gali 35, Peoples Colony, Faisalabad",Kuala Lumpur,2024-06-12,Business,530995
TRP-1066735,Ibrahim Siddiqui,"House No. 304, Gali 35, Peoples Colony, Faisalabad",London,2024-05-03,First,1108454
TRP-9332433,I.Siddiqui,"House No. 304, Gali 35, Peoples Colony, Faisalabad",Baku,2025-08-11,Business,302987
TRP-1697733,B.Abbasi,H#194 St-5 ShahRukn-e-Alam Multan,Kuala Lumpur,2024-01-01,Business,391002
TRP-4601466,Bushra Abbasi,"House 194, Street 5, Shah Rukn-e-Alam, Multan",London,2024-03-09,Business,771672
TRP-8162586,B.Abbasi,مکان 194 گلی 5 Shah Rukn-e-Alam Multan,Kuala Lumpur,2024-08-13,First,430438
TRP-4344388,B.Abbasi,H#194 St-5 ShahRukn-e-Alam Multan,Dubai,2024-10-29,First,411997
TRP-3049340,Syed Javeria Tarar,مکان 185 گلی 35 Peoples Colony Faisalabad,Baku,2024-01-14,Business,259987
TRP-1932739,Javeria Tarar,مکان 185 گلی 35 Peoples Colony Faisalabad,Kuala Lumpur,2025-06-02,First,457857
TRP-4888833,Rana Javeria Tarar,مکان 185 گلی 35 Peoples Colony Faisalabad,Baku,2026-05-14,First,401881
TRP-1544132,Javeria Tarar,"House 185, Street 35, Peoples Colony, Faisalabad",London,2024-08-03,Business,1101010
TRP-5142337,Uzma Yousafzai,مکان 331 گلی 26 G-13/1 اسلام آباد,Karachi,2025-04-24,Economy,66178
TRP-2303237,F.Saddozai,مکان 298 گلی 37 D Ground Faisalabad,Dubai,2025-03-24,First,389863
TRP-9276082,Fatima Saddozai,H#298 St-37 DGround Faisalabad,Baku,2025-12-22,Business,403831
TRP-2847199,Asad Mehsud,مکان 380 گلی 16 Hayatabad Phase 3 Peshawar,Baku,2026-01-02,First,368101
TRP-6079546,Danish Warraich,مکان 96 گلی 28 Cantt Multan,Istanbul,2026-02-12,First,433675
TRP-8157702,Danish Warraich,مکان 96 گلی 28 Cantt Multan,Dubai,2024-04-04,Business,331115
TRP-7151970,Danish Warraich,مکان 96 گلی 28 Cantt Multan,Jeddah,2025-07-06,First,547084
TRP-3645723,L.Dar,H#386 St-5 ChaklalaScheme3 Rawalpindi,Lahore,2025-06-10,Economy,54006
TRP-1428396,Rana Talha Sandhu,"House 262, Street 25, Cantt, Multan",Skardu,2026-05-10,Economy,90133
TRP-3782239,Sardar Mustafa Afridi,H#331 St-12 DGround Faisalabad,Skardu,2024-06-09,Economy,68300
TRP-1793107,T. Yousafzai,مکان 5 گلی 32 I-8/4 اسلام آباد,Istanbul,2024-12-29,First,394726
TRP-5463027,T. Yousafzai,"House No. 5, Gali 32, I-8/4, Islamabad",Kuala Lumpur,2026-01-25,Business,438390
TRP-9770069,T.Yousafzai,"House No. 5, Gali 32, I-8/4, Islamabad",Dubai,2026-04-20,Business,362902
TRP-1872176,O.Mehsud,"House No. 364, Gali 29, North Nazimabad, Karachi",Skardu,2024-10-22,Economy,81372
TRP-5145090,Chaudhary Zubair Butt,مکان 276 گلی 19 Johar Town لاہور,Kuala Lumpur,2025-02-09,First,523821
TRP-7265745,Z. Butt,مکان 276 گلی 19 Johar Town لاہور,Baku,2024-10-23,Business,297320
TRP-8039372,R.Gill,"House 306, Street 35, Madina Town, Faisalabad",Baku,2024-05-28,First,318899
TRP-3681217,Rabia Gill,H#306 St-35 MadinaTown Faisalabad,Baku,2026-05-11,Business,287418
TRP-9959503,Rabia Gill,H#306 St-35 MadinaTown Faisalabad,Baku,2024-09-21,Business,376781
TRP-6539664,Malik Gul Qureshi,مکان 31 گلی 18 Westridge راولپنڈی,Kuala Lumpur,2026-01-30,First,458147
TRP-9144052,Gul قریشی,H#31 St-18 Westridge Rawalpindi,Kuala Lumpur,2025-01-18,Business,615611
TRP-9060455,G. Qureshi,مکان 31 گلی 18 Westridge راولپنڈی,Jeddah,2026-04-23,First,567971
TRP-7144239,Gul قریشی,مکان 31 گلی 18 Westridge راولپنڈی,Baku,2025-12-20,Business,441176
TRP-2122845,Gul Qureshi,"House No. 31, Gali 18, Westridge, Rawalpindi",Baku,2024-07-11,Business,324148
TRP-1925152,G.Qureshi,مکان 31 گلی 18 Westridge راولپنڈی,Jeddah,2025-07-25,First,371174
TRP-9560995,Haji Gul Warraich,"House No. 296, Gali 18, DHA Phase 6, Karachi",Istanbul,2025-05-09,Business,427220
TRP-5743921,G.Warraich,مکان 296 گلی 18 DHA Phase 6 کراچی,Dubai,2025-06-08,Business,520696
TRP-8098614,U. Qureshi,"House 9, Street 8, Shah Rukn-e-Alam, Multan",Lahore,2024-07-21,Economy,58385
TRP-4759638,Uzma Mehsud,"House No. 272, Gali 37, Satellite Town, Rawalpindi",Karachi,2026-02-01,Economy,67876
TRP-3919524,R.Virk,"House No. 162, Gali 9, Model Town, Lahore",Dubai,2024-08-24,First,325429
TRP-6777863,Rana Rida Virk,مکان 162 گلی 9 Model Town لاہور,London,2026-04-20,Business,859184
TRP-6444247,N. Shirazi,H#338 St-20 DHAPhase5 Lahore,London,2025-09-22,Business,843350
TRP-7041197,N.Shirazi,مکان 338 گلی 20 DHA Phase 5 لاہور,London,2024-07-04,First,1031869
TRP-8480982,Chaudhary Noor Shirazi,H#338 St-20 DHAPhase5 Lahore,Istanbul,2024-04-19,First,388542
TRP-9465946,A.Kayani,مکان 31 گلی 26 Satellite Town راولپنڈی,London,2025-02-08,Business,952046
TRP-9194708,Syed Ahmed Kayani,"House No. 31, Gali 26, Satellite Town, Rawalpindi",Istanbul,2024-04-20,First,565430
TRP-7669589,A.Kayani,"House 31, Street 26, Satellite Town, Rawalpindi",Dubai,2025-10-09,Business,448514
TRP-9926023,T.Afridi,"House No. 316, Gali 10, D Ground, Faisalabad",Istanbul,2024-02-19,Business,513060
TRP-6025723,Tariq Afridi,"House 316, Street 10, D Ground, Faisalabad",Dubai,2024-09-19,Business,404496
TRP-2258496,T. Afridi,"House 316, Street 10, D Ground, Faisalabad",Baku,2026-03-18,First,271641
TRP-1591068,T.Afridi,"House No. 316, Gali 10, D Ground, Faisalabad",Jeddah,2025-02-07,First,542185
TRP-7116762,Syed Rida Siddiqui,H#172 St-28 HayatabadPhase3 Peshawar,Jeddah,2024-06-07,Business,494102
TRP-3175100,Rida Siddiqui,مکان 172 گلی 28 Hayatabad Phase 3 Peshawar,Istanbul,2025-03-23,Business,341492
TRP-3539422,R. Siddiqui,H#172 St-28 HayatabadPhase3 Peshawar,Jeddah,2025-09-14,Business,519952
TRP-3411214,Rida Siddiqui,مکان 172 گلی 28 Hayatabad Phase 3 Peshawar,Istanbul,2026-01-13,Business,431194
TRP-7877664,Haji Rida Siddiqui,H#172 St-28 HayatabadPhase3 Peshawar,Kuala Lumpur,2025-02-24,First,631269
TRP-1824058,Anas Khokhar,مکان 29 گلی 32 Madina Town Faisalabad,Skardu,2026-04-18,Economy,116648
TRP-4042014,L. Abbasi,مکان 284 گلی 27 Satellite Town راولپنڈی,Karachi,2025-07-16,Economy,85556
TRP-4971929,R. Niazi,"House No. 125, Gali 30, Gulgasht, Multan",Istanbul,2026-03-21,Business,567963
TRP-8923957,Sardar Rabia Niazi,"House 125, Street 30, Gulgasht, Multan",Istanbul,2025-08-07,First,599358
TRP-9451843,R. Niazi,"House 125, Street 30, Gulgasht, Multan",London,2025-08-31,First,1300992
TRP-9222291,Rabia Niazi,"House No. 125, Gali 30, Gulgasht, Multan",Kuala Lumpur,2025-10-10,First,529992
TRP-3454509,R.Niazi,H#125 St-30 Gulgasht Multan,Kuala Lumpur,2025-04-21,First,454908
TRP-7857619,Rida Niazi,H#272 St-16 F-8/3 Islamabad,Dubai,2024-03-07,Business,419150
TRP-7511684,Rida Niazi,مکان 272 گلی 16 F-8/3 اسلام آباد,Istanbul,2026-04-27,Business,465711
TRP-6596864,R. Niazi,مکان 272 گلی 16 F-8/3 اسلام آباد,Kuala Lumpur,2026-04-13,Business,415154
TRP-6458188,Danish Naqvi,H#235 St-6 Gulshan-e-Iqbal Karachi,Istanbul,2024-12-16,First,471001
TRP-8929430,D. Naqvi,"House 235, Street 6, Gulshan-e-Iqbal, Karachi",Istanbul,2025-06-23,Business,379758
TRP-1275417,Chaudhary Danish Naqvi,"House No. 235, Gali 6, Gulshan-e-Iqbal, Karachi",Dubai,2024-03-01,First,464744
TRP-5105303,Danish Naqvi,مکان 235 گلی 6 Gulshan-e-Iqbal کراچی,Istanbul,2025-06-19,Business,451311
TRP-2922342,Danish Naqvi,"House No. 235, Gali 6, Gulshan-e-Iqbal, Karachi",Jeddah,2025-10-12,First,478532
TRP-2498750,D. Naqvi,"House No. 235, Gali 6, Gulshan-e-Iqbal, Karachi",Baku,2024-01-18,First,340887
TRP-9482758,Rashid راجہ,"House 183, Street 26, Cantt, Multan",Skardu,2025-04-22,Economy,114994
TRP-5795036,Mian Hassan Warraich,"House 285, Street 36, University Town, Peshawar",Lahore,2025-11-06,Economy,51502
TRP-6898403,Malik Hamza Khan,"House No. 67, Gali 13, F-8/3, Islamabad",Kuala Lumpur,2026-03-02,Business,635884
TRP-1111203,Haji Hamza Khan,"House 67, Street 13, F-8/3, Islamabad",Istanbul,2025-06-06,First,508280
TRP-4376481,N.Warraich,مکان 196 گلی 28 Clifton Block 2 کراچی,Karachi,2025-05-21,Economy,57122
TRP-2581206,Haji Adnan Butt,H#316 St-16 DGround Faisalabad,Kuala Lumpur,2024-09-23,Business,634124
TRP-2416999,Adnan Butt,مکان 316 گلی 16 D Ground Faisalabad,Kuala Lumpur,2024-01-13,First,629964
TRP-7376280,Chaudhary Adnan Butt,"House No. 316, Gali 16, D Ground, Faisalabad",London,2025-02-10,Business,1321086
TRP-3929121,A. Butt,"House No. 316, Gali 16, D Ground, Faisalabad",Baku,2025-05-21,Business,283198
TRP-7505169,Malik Zainab Niazi,مکان 20 گلی 6 Westridge راولپنڈی,Dubai,2024-08-20,Business,324110
TRP-5912955,Zainab Niazi,H#20 St-6 Westridge Rawalpindi,Dubai,2024-07-13,Business,299274
TRP-7949344,Rana Babar Yousafzai,مکان 175 گلی 12 Bahria Phase 4 راولپنڈی,Baku,2024-10-28,Business,443538
TRP-8478464,B.Yousafzai,مکان 175 گلی 12 Bahria Phase 4 راولپنڈی,Istanbul,2025-11-11,First,490793
TRP-5100194,Haji Rida Sial,مکان 250 گلی 21 Gulbahar Peshawar,Dubai,2026-05-08,First,356542
TRP-2067892,Rida Sial,"House No. 250, Gali 21, Gulbahar, Peshawar",Dubai,2024-10-24,Business,475210
TRP-1960508,R.Sial,H#250 St-21 Gulbahar Peshawar,Jeddah,2026-05-22,First,341554
TRP-2283510,F.Kayani,"House No. 369, Gali 1, Hayatabad Phase 3, Peshawar",London,2024-02-19,First,1340341
TRP-4594798,F.Kayani,"House 369, Street 1, Hayatabad Phase 3, Peshawar",Kuala Lumpur,2024-03-25,Business,534114
TRP-7674448,Farhan Kayani,مکان 369 گلی 1 Hayatabad Phase 3 Peshawar,Kuala Lumpur,2024-01-19,First,431976
TRP-3341165,Obaid Hashmi,H#280 St-25 Gulshan-e-Iqbal Karachi,Kuala Lumpur,2024-08-02,Business,662004
TRP-6525134,O.Hashmi,مکان 280 گلی 25 Gulshan-e-Iqbal کراچی,London,2024-12-20,Business,1247369
TRP-4593504,Obaid Hashmi,مکان 280 گلی 25 Gulshan-e-Iqbal کراچی,Jeddah,2024-06-28,First,495728
TRP-2670087,Z.Malik,"House 54, Street 5, Gulberg III, Lahore",Jeddah,2024-05-10,Business,344011
TRP-2739273,Zubair Malik,"House 54, Street 5, Gulberg III, Lahore",Istanbul,2024-09-02,Business,353188
TRP-8976291,Malik Zubair Malik,"House No. 54, Gali 5, Gulberg III, Lahore",Dubai,2026-02-22,Business,338022
TRP-7794867,Zubair ملک,"House No. 54, Gali 5, Gulberg III, Lahore",Istanbul,2025-12-29,Business,384337
TRP-3115640,Z. Malik,H#54 St-5 GulbergIII Lahore,London,2026-05-26,Business,1295214
TRP-9121780,Z. Malik,"House No. 54, Gali 5, Gulberg III, Lahore",Kuala Lumpur,2025-12-21,First,399826
TRP-9147778,Salman Khattak,H#95 St-24 MadinaTown Faisalabad,Karachi,2024-01-29,Economy,67152
TRP-2656180,Mahnoor Gondal,مکان 199 گلی 34 Peoples Colony Faisalabad,Skardu,2026-03-30,Economy,116751
TRP-6857170,Saad Mughal,مکان 65 گلی 3 Bahria Phase 4 راولپنڈی,Karachi,2024-03-14,Economy,83873
TRP-5152442,Sana Khokhar,مکان 359 گلی 40 Hayatabad Phase 3 Peshawar,London,2024-02-29,Business,976899
TRP-2671685,S.Khokhar,"House No. 359, Gali 40, Hayatabad Phase 3, Peshawar",Baku,2024-10-26,First,329046
TRP-8507798,Syed Luqman Khattak,"House 20, Street 12, North Nazimabad, Karachi",Baku,2024-01-27,First,419914
TRP-4566116,Luqman Khattak,مکان 20 گلی 12 North Nazimabad کراچی,Baku,2025-11-08,First,421865
TRP-9010589,L.Khattak,"House 20, Street 12, North Nazimabad, Karachi",Baku,2024-10-05,Business,324310
TRP-8852917,Luqman Khattak,H#20 St-12 NorthNazimabad Karachi,Baku,2025-01-08,Business,390956
TRP-1442661,حسین Warraich,H#26 St-31 JoharTown Lahore,Lahore,2026-03-10,Economy,34256
TRP-2781252,O.Lodhi,"House No. 357, Gali 7, University Town, Peshawar",Baku,2025-07-31,Business,369351
TRP-4238752,O.Lodhi,"House No. 357, Gali 7, University Town, Peshawar",Baku,2024-01-23,First,411549
TRP-3951648,Chaudhary Owais Lodhi,"House 357, Street 7, University Town, Peshawar",Istanbul,2025-02-01,Business,430657
TRP-2333118,Shoaib Khattak,"House 138, Street 27, Bahria Phase 4, Rawalpindi",Karachi,2026-01-06,Economy,63608
TRP-2390924,Rana Ubaid Kayani,H#155 St-34 Westridge Rawalpindi,Dubai,2024-03-12,Business,427669
TRP-7819007,Ubaid Kayani,H#155 St-34 Westridge Rawalpindi,Istanbul,2025-05-08,First,496110
TRP-5597462,U.Kayani,مکان 155 گلی 34 Westridge راولپنڈی,London,2025-03-03,Business,1260697
TRP-7038913,Nasir Wazir,H#370 St-2 JoharTown Lahore,Baku,2025-09-02,First,331329
TRP-2757791,Nasir Wazir,"House No. 370, Gali 2, Johar Town, Lahore",Jeddah,2024-09-14,Business,536789
TRP-4901650,Syed Junaid Wazir,"House 151, Street 7, Peoples Colony, Faisalabad",Karachi,2024-09-22,Economy,59006
TRP-1097573,Haji Hamza Mehsud,"House 212, Street 4, Gulshan-e-Iqbal, Karachi",Dubai,2024-08-18,First,487813
TRP-7947256,Hamza Mehsud,مکان 212 گلی 4 Gulshan-e-Iqbal کراچی,Jeddah,2025-01-28,First,462612
TRP-1940967,Ubaid Abbasi,H#399 St-6 JoharTown Lahore,Istanbul,2024-12-03,Business,405751
TRP-2541340,U.Abbasi,مکان 399 گلی 6 Johar Town لاہور,Dubai,2026-03-04,First,300561
TRP-3048243,U. Abbasi,"House 399, Street 6, Johar Town, Lahore",Istanbul,2025-06-27,First,362826
TRP-7020608,Ubaid Abbasi,"House No. 399, Gali 6, Johar Town, Lahore",Dubai,2024-04-14,Business,302519
TRP-8225598,Malik Waseem Dar,مکان 296 گلی 11 Hayatabad Phase 3 Peshawar,London,2025-12-10,Business,814162
TRP-6286790,Waseem Dar,"House No. 296, Gali 11, Hayatabad Phase 3, Peshawar",Istanbul,2025-01-16,First,483500
TRP-7176698,Waseem Dar,"House No. 296, Gali 11, Hayatabad Phase 3, Peshawar",Dubai,2024-04-21,First,384285
TRP-5113083,Nasir Sial,مکان 3 گلی 3 North Nazimabad کراچی,Lahore,2024-11-06,Economy,46149
