fbr_id,full_name,declared_income_pkr,tax_paid_pkr,filer_status,reported_address,phone_number
FBR-100278,N. Shirazi,0,0,Non-Filer,H#338 St-20 DHAPhase5 Lahore,0318-9548370
FBR-100279,Arsalan Hashmi,548880,12316,Filer,"House 124, Street 32, Clifton Block 2, Karachi",0341-9863176
FBR-100280,Shahzad Virk,1384872,44919,Filer,"House 216, Street 24, Gulbahar, Peshawar",0342-8902314
FBR-100281,A.Kayani,29847276,2188402,Filer,مکان 31 گلی 26 Satellite Town راولپنڈی,+92 344 9406206
FBR-100282,Tariq Afridi,19827264,886529,Filer,"House 316, Street 10, D Ground, Faisalabad",0321-6199374
FBR-100283,A.Rizvi,3693528,279067,Filer,مکان 301 گلی 5 Model Town لاہور,0326-5003671
FBR-100284,Fahad Khokhar,1031400,70341,Filer,"House 29, Street 20, D Ground, Faisalabad",03111212482
FBR-100286,R. Siddiqui,0,0,Non-Filer,H#172 St-28 HayatabadPhase3 Peshawar,+92 328 2071594
FBR-100287,A.Khokhar,1607412,68262,Filer,مکان 29 گلی 32 Madina Town Faisalabad,0342-7168777
FBR-100288,Rana Amna Mehsud,3249936,67723,Filer,"House No. 117, Gali 33, Cantt, Multan",0300-1206159
FBR-100289,L. Abbasi,551604,28125,Filer,H#284 St-27 SatelliteTown Rawalpindi,+92 315 5165165
FBR-100290,S.Chaudhry,615300,53810,Filer,مکان 62 گلی 33 Madina Town Faisalabad,03024744423
FBR-100291,K.Khokhar,2794548,127260,Filer,مکان 397 گلی 20 University Town Peshawar,0321-8662929
FBR-100292,Syed Rabia Niazi,0,0,Non-Filer,"House No. 125, Gali 30, Gulgasht, Multan",0329-9277218
FBR-100293,Adnan خان,595908,42149,Filer,"120-35 Clifton Block 2, Karachi",03361456764
FBR-100294,Haji Rida Niazi,0,0,Non-Filer,"House No. 272, Gali 16, F-8/3, Islamabad",0337-2004872
FBR-100295,Danish Naqvi,0,0,Non-Filer,"235-6 Gulshan-e-Iqbal, Karachi",0341-9479670
FBR-100297,Kinza Saddozai,759828,45110,Filer,"232-18 Gulberg III, Lahore",0311-4400953
FBR-100298,Sardar Asad Abbasi,2266332,188454,Filer,"House No. 231, Gali 30, F-8/3, Islamabad",03263025626
FBR-100299,Taimoor Niazi,557784,22637,Filer,"62-6 Gulshan-e-Iqbal, Karachi",0314-1676621
FBR-100300,R. Raja,436728,35211,Filer,H#183 St-26 Cantt Multan,+92 340 6013715
FBR-100301,H. Warraich,409932,20374,Filer,H#285 St-36 UniversityTown Peshawar,+92 316 2383885
FBR-100302,Hamza خان,0,0,Non-Filer,"67-13 F-8/3, Islamabad",03352409947
FBR-100303,علی چوہدری,3685176,112732,Filer,"66-6 Westridge, Rawalpindi",+92 321 1716325
FBR-100304,Noor Warraich,3766056,196009,Filer,"House 196, Street 28, Clifton Block 2, Karachi",0315-4602338
FBR-100305,A.Butt,14015160,872411,Filer,مکان 316 گلی 16 D Ground Faisalabad,03237783660
FBR-100307,Z.Rizvi,2966196,146197,Filer,مکان 177 گلی 37 University Town Peshawar,+92 316 2559323
FBR-100309,Sajid Rizvi,2960700,83504,Filer,"29-15 Gulbahar, Peshawar",0346-6952633
FBR-100310,Sardar Kinza Gill,687096,44003,Filer,"House No. 361, Gali 23, Peoples Colony, Faisalabad",0314-8189094
FBR-100311,زینب Niazi,9634392,696926,Filer,"20-6 Westridge, Rawalpindi",03491909520
FBR-100312,B.Yousafzai,0,0,Filer,مکان 175 گلی 12 Bahria Phase 4 راولپنڈی,0320-1367637
FBR-100313,Malik Hina Sandhu,1950924,56567,Filer,"House No. 361, Gali 26, I-8/4, Islamabad",+92 341 6646557
FBR-100315,K.Niazi,2962044,95013,Filer,مکان 151 گلی 9 Gulgasht Multan,03107569981
FBR-100316,M. Gondal,2970228,257409,Filer,H#54 St-32 Gulgasht Multan,0315-2305378
FBR-100317,Malik Junaid Afridi,1386516,54816,Filer,"House No. 344, Gali 22, B-17, Islamabad",0330-5449526
FBR-100319,Obaid Hashmi,11281716,502115,Filer,"House 280, Street 25, Gulshan-e-Iqbal, Karachi",03182131134
FBR-100320,Rana Zubair Malik,0,0,Non-Filer,"House No. 54, Gali 5, Gulberg III, Lahore",0322-7299138
FBR-100321,Ehsan Shirazi,3043056,173075,Filer,"361-2 Madina Town, Faisalabad",0332-8284673
FBR-100322,Noman Baig,4048776,261779,Filer,"339-19 Gulshan-e-Iqbal, Karachi",0333-3068650
FBR-100323,Adnan شیخ,2262024,133184,Filer,"219-6 DHA Phase 5, Lahore",0329-9058573
FBR-100326,Wajahat Kayani,3564576,200383,Filer,"289-4 Chaklala Scheme 3, Rawalpindi",03112437930
FBR-100327,M. Gondal,674544,51947,Filer,H#199 St-34 PeoplesColony Faisalabad,+92 309 6797931
FBR-100328,Rana Mubashir Raja,653136,33485,Filer,"House No. 258, Gali 37, Clifton Block 2, Karachi",+92 341 8503822
FBR-100329,Sardar Saad Mughal,793260,25543,Filer,"House No. 65, Gali 3, Bahria Phase 4, Rawalpindi",0331-8304686
FBR-100330,Chaudhary Rashid Shirazi,2697696,238312,Filer,"House No. 373, Gali 5, Gulberg III, Lahore",03067666510
FBR-100331,Sana Khokhar,17059128,845171,Filer,"359-40 Hayatabad Phase 3, Peshawar",0348-8039616
FBR-100332,R.Bukhari,507720,21111,Filer,مکان 55 گلی 37 Peoples Colony Faisalabad,+92 304 9986438
FBR-100334,Chaudhary Hussain Warraich,538332,34880,Filer,"House No. 26, Gali 31, Johar Town, Lahore",+92 325 1339451
FBR-100335,O.Lodhi,25749828,1641601,Filer,مکان 357 گلی 7 University Town Peshawar,03126041225
FBR-100336,Sajid Durrani,344196,11899,Filer,"97-29 Clifton Block 2, Karachi",03169127895
FBR-100337,F.Mughal,2172756,59725,Filer,مکان 364 گلی 33 I-8/4 اسلام آباد,03329796063
FBR-100339,M. Afridi,673224,17202,Filer,H#16 St-16 B-17 Islamabad,0327-8484373
FBR-100340,Mahnoor Zaidi,2308368,202505,Filer,"84-17 Gulberg III, Lahore",+92 304 1460542
FBR-100341,S. Khattak,809112,20390,Filer,H#138 St-27 BahriaPhase4 Rawalpindi,+92 340 1149283
FBR-100342,Chaudhary Saad Shirazi,574236,44148,Filer,"House No. 115, Gali 17, Hayatabad Phase 3, Peshawar",+92 344 5620085
FBR-100343,U.Kayani,42937440,2648790,Filer,مکان 155 گلی 34 Westridge راولپنڈی,0346-2716512
FBR-100344,Mian Jawad Zaidi,2699472,55544,Filer,"House No. 312, Gali 19, Gulgasht, Multan",0321-9082229
FBR-100345,Haji Tooba Bhatti,771876,21346,Filer,"House No. 134, Gali 20, University Town, Peshawar",0312-9678746
FBR-100346,Rana Nasir Wazir,46680936,2255077,Filer,"House No. 370, Gali 2, Johar Town, Lahore",+92 334 5352450
FBR-100347,Hussain Bukhari,2848656,143200,Filer,"House 98, Street 22, Gulgasht, Multan",03188981512
FBR-100348,J. Wazir,443964,12069,Filer,H#151 St-7 PeoplesColony Faisalabad,03325339457
FBR-100349,Hafsa Cheema,2810004,202805,Filer,"114-23 Cantt, Multan",+92 314 8054359
FBR-100350,Haji Wajahat Siddiqui,693588,18534,Filer,"House No. 325, Gali 38, Clifton Block 2, Karachi",+92 349 2194801
FBR-100352,U. Abbasi,0,0,Non-Filer,H#399 St-6 JoharTown Lahore,+92 335 3966618
FBR-100354,N. Sial,717612,43433,Filer,H#3 St-3 NorthNazimabad Karachi,0313-1777932
FBR-100355,U.Malik,4126716,216601,Filer,مکان 321 گلی 16 Cantt Multan,0315-6236039
FBR-100356,M. Niazi,31427076,693532,Filer,H#24 St-20 SatelliteTown Rawalpindi,03279728991
FBR-100357,H.Awan,1785468,43494,Filer,مکان 184 گلی 13 Model Town لاہور,0316-1320859
FBR-100358,R.Durrani,501156,17619,Filer,مکان 259 گلی 11 G-13/1 اسلام آباد,+92 305 1626854
FBR-100359,Rana Maryam Yousafzai,15820740,803260,Filer,"House No. 25, Gali 7, G-13/1, Islamabad",+92 300 2942630
FBR-100361,Laiba Orakzai,691428,17661,Filer,"House 54, Street 33, Westridge, Rawalpindi",0341-5743032
FBR-100362,Haris Shirazi,4082784,183289,Filer,"House 268, Street 13, Chaklala Scheme 3, Rawalpindi",0326-5955170
FBR-100363,Noman Orakzai,0,0,Filer,"121-1 Gulshan-e-Iqbal, Karachi",0326-2778176
FBR-100364,Fatima Chaudhry,14623536,903011,Filer,"House 52, Street 17, Gulgasht, Multan",+92 317 5966428
FBR-100365,S. Butt,1830696,70262,Filer,H#185 St-21 UniversityTown Peshawar,0331-2593809
FBR-100366,B. Khattak,443808,19274,Filer,H#184 St-29 ChaklalaScheme3 Rawalpindi,+92 344 2559464
FBR-100367,Fahad Warraich,1328964,93393,Filer,"House 140, Street 25, North Nazimabad, Karachi",0336-3798082
FBR-100368,Waqas قریشی,0,0,Filer,"292-29 North Nazimabad, Karachi",0339-4820510
FBR-100369,Z. Hashmi,0,0,Filer,H#226 St-3 E-11/2 Islamabad,0304-6272037
FBR-100370,F. Cheema,3381432,273002,Filer,H#353 St-40 DGround Faisalabad,+92 306 5170429
FBR-100371,A.Zaidi,4053180,244276,Filer,مکان 6 گلی 11 Peoples Colony Faisalabad,0347-9318729
FBR-100372,Atif Janjua,361992,32229,Filer,"26-33 Gulberg III, Lahore",+92 318 7352484
FBR-100373,U. Joiya,813828,59840,Filer,H#230 St-6 Gulbahar Peshawar,0337-6302632
FBR-100374,Ali Qureshi,801372,34317,Filer,"House 19, Street 36, North Nazimabad, Karachi",03402524974
FBR-100375,Mubashir Kazmi,561072,23155,Filer,"House 336, Street 30, Peoples Colony, Faisalabad",0325-1910586
FBR-100376,Nadia Kakar,3107628,156565,Filer,"243-24 D Ground, Faisalabad",03401354144
FBR-100377,G.Afridi,45680544,2572796,Filer,مکان 281 گلی 34 University Town Peshawar,0321-1768029
FBR-100378,Noor Tarar,19192140,839099,Filer,"House 313, Street 13, I-8/4, Islamabad",0311-7591709
FBR-100379,M.Cheema,0,0,Non-Filer,مکان 24 گلی 38 E-11/2 اسلام آباد,03078673695
FBR-100380,A. Khan,439356,33390,Filer,H#25 St-36 DGround Faisalabad,03399102253
FBR-100381,Javeria Bukhari,629244,29025,Filer,"54-25 Bahria Phase 4, Rawalpindi",03496399642
FBR-100382,L.Orakzai,4183068,132886,Filer,مکان 141 گلی 26 Hayatabad Phase 3 Peshawar,0324-8597490
FBR-100383,M. Orakzai,899964,44079,Filer,H#365 St-36 MadinaTown Faisalabad,03134518395
FBR-100385,Syed Amna Wazir,3356220,131051,Filer,"House No. 346, Gali 35, Shah Rukn-e-Alam, Multan",+92 333 1595516
FBR-100386,Rashid Sheikh,532104,11672,Filer,"House 103, Street 18, Cantt, Multan",0314-5203716
FBR-100387,Syed Noman Tareen,0,0,Non-Filer,"House No. 184, Gali 29, Peoples Colony, Faisalabad",03094763253
FBR-100388,Fatima Orakzai,519708,19891,Filer,"House 196, Street 25, DHA Phase 5, Lahore",0335-1902651
FBR-100389,Shoaib Afridi,531348,23033,Filer,"House 332, Street 24, Gulgasht, Multan",03484296204
FBR-100390,Taimoor Ansari,37614516,801160,Filer,"96-12 Cantt, Multan",0341-7328336
FBR-100391,Mian Nadeem Awan,769404,25685,Filer,"House No. 3, Gali 22, Chaklala Scheme 3, Rawalpindi",0338-4870109
FBR-100392,Bilal Kakar,549972,29123,Filer,"House 339, Street 20, Gulgasht, Multan",0339-7007679
FBR-100394,B. Cheema,810624,46779,Filer,H#151 St-14 GulbergIII Lahore,0315-6235092
FBR-100397,M. Butt,41154564,2471418,Filer,H#165 St-33 JoharTown Lahore,03013808418
FBR-100398,K.Dar,642276,34229,Filer,مکان 397 گلی 14 Gulgasht Multan,03314449052
FBR-100399,U. Chaudhry,2079828,60599,Filer,H#79 St-2 Gulgasht Multan,0335-1635626
FBR-100401,علی Virk,581304,45320,Filer,"274-1 Cantt, Multan",03411763646
FBR-100402,A.Qureshi,324228,24461,Filer,مکان 311 گلی 6 Gulberg III لاہور,+92 327 7399057
FBR-100403,Yousuf Mughal,0,0,Non-Filer,"House 70, Street 26, Peoples Colony, Faisalabad",+92 344 3417186
FBR-100404,Mian Ahmed Zaidi,13884564,1022699,Filer,"House No. 73, Gali 8, Gulbahar, Peshawar",03007611593
FBR-100405,O.Dar,2349072,58006,Filer,مکان 372 گلی 23 Gulgasht Multan,0316-9599207
FBR-100406,M.Kayani,24229020,1252048,Filer,مکان 93 گلی 37 Satellite Town راولپنڈی,03088738745
FBR-100407,Farah چوہدری,0,0,Non-Filer,"102-38 DHA Phase 5, Lahore",+92 301 5492115
FBR-100408,Irfan Yousafzai,0,0,Non-Filer,"House 163, Street 32, F-8/3, Islamabad",03356128383
FBR-100409,S. Sial,3046008,225714,Filer,H#161 St-16 SatelliteTown Rawalpindi,+92 316 5641917
FBR-100410,Zafar Khokhar,424464,15687,Filer,"House 397, Street 20, Gulshan-e-Iqbal, Karachi",0338-2825908
FBR-100411,Chaudhary Naveed Rizvi,3508884,211203,Filer,"House No. 376, Gali 5, Chaklala Scheme 3, Rawalpindi",03009509040
FBR-100412,M. Dar,2790804,137923,Filer,H#134 St-35 G-13/1 Islamabad,+92 347 3493647
FBR-100413,Naveed Khokhar,2003388,93804,Filer,"House 47, Street 26, D Ground, Faisalabad",03281177698
FBR-100414,F. Awan,4027968,115028,Filer,H#92 St-37 DHAPhase6 Karachi,+92 342 9111841
FBR-100416,Haji Usman Butt,0,0,Non-Filer,"House No. 53, Gali 34, Shah Rukn-e-Alam, Multan",+92 324 3916715
FBR-100417,Sana Kayani,305184,26975,Filer,"265-26 DHA Phase 6, Karachi",+92 325 9168181
FBR-100419,L. Bangash,0,0,Non-Filer,H#339 St-15 HayatabadPhase3 Peshawar,+92 335 2901507
FBR-100420,M. Mughal,0,0,Non-Filer,H#12 St-16 ShahRukn-e-Alam Multan,0306-3985991
FBR-100421,Imran Mughal,1005888,43057,Filer,"House 265, Street 26, Johar Town, Lahore",03491312392
FBR-100422,T. Dar,443028,17213,Filer,H#247 St-11 NorthNazimabad Karachi,03163394312
FBR-100423,N.Wazir,1791804,117964,Filer,مکان 86 گلی 22 Madina Town Faisalabad,03062369769
FBR-100424,Asad ملک,0,0,Non-Filer,"77-39 Westridge, Rawalpindi",03028983760
FBR-100425,Mian Salman Rajput,1233288,94491,Filer,"House No. 309, Gali 35, Cantt, Multan",+92 306 9758448
FBR-100426,K.Naqvi,3961908,306643,Filer,مکان 247 گلی 25 DHA Phase 6 کراچی,+92 329 2639417
FBR-100428,Sana خان,39062640,1391982,Filer,"353-21 DHA Phase 6, Karachi",0335-2788169
FBR-100430,O.Zaidi,754272,37037,Filer,مکان 248 گلی 12 Gulbahar Peshawar,+92 328 9116148
FBR-100432,Rehan Kazmi,1533072,71477,Filer,"House 282, Street 40, Gulshan-e-Iqbal, Karachi",03027528076
FBR-100434,Mian Nasir Yousafzai,2759388,60253,Filer,"House No. 147, Gali 39, Gulgasht, Multan",+92 302 9294125
FBR-100436,Z.Khan,1056672,39046,Filer,مکان 142 گلی 26 Satellite Town راولپنڈی,03267802338
FBR-100437,Lubna چوہدری,2183844,149362,Filer,"146-36 G-13/1, Islamabad",+92 345 6829664
FBR-100438,Ubaid Warraich,2811264,137074,Filer,"134-12 Peoples Colony, Faisalabad",03382786185
FBR-100439,E. Siddiqui,21844332,1887110,Filer,H#132 St-35 Gulbahar Peshawar,03268883328
FBR-100440,Malik Ehsan Kakar,2346516,88263,Filer,"House No. 301, Gali 2, North Nazimabad, Karachi",0331-5325497
FBR-100441,Gul Orakzai,495228,22564,Filer,"212-23 Chaklala Scheme 3, Rawalpindi",03481163128
FBR-100442,Rana Irfan Raja,2652876,170069,Filer,"House No. 39, Gali 36, Gulshan-e-Iqbal, Karachi",+92 317 6265911
FBR-100443,Rana Talha Saddozai,2530944,168956,Filer,"House No. 256, Gali 13, Cantt, Multan",0325-7886706
FBR-100444,Malik Nimra Gill,679284,33760,Filer,"House No. 62, Gali 6, Satellite Town, Rawalpindi",03391111126
FBR-100445,Jawad Yousafzai,1766844,115795,Filer,"House 295, Street 18, Model Town, Lahore",+92 332 9575399
FBR-100446,بلال Naqvi,437460,31319,Filer,"245-35 University Town, Peshawar",+92 308 6826541
FBR-100447,Ubaid Siddiqui,0,0,Non-Filer,"House 236, Street 21, Gulgasht, Multan",+92 300 4535838
FBR-100448,Mehwish Kayani,3627216,290142,Filer,"122-18 Chaklala Scheme 3, Rawalpindi",0304-9370278
FBR-100449,Noman Tarar,2398008,206631,Filer,"House 187, Street 26, Shah Rukn-e-Alam, Multan",03302663200
FBR-100451,Mian Saad Tarar,1260156,81298,Filer,"House No. 323, Gali 34, DHA Phase 6, Karachi",+92 345 9164132
FBR-100453,I. Zaidi,456456,21623,Filer,H#177 St-2 MadinaTown Faisalabad,03316890320
FBR-100454,Sardar Amna Gilani,46670568,1347673,Filer,"House No. 276, Gali 12, Gulgasht, Multan",03256454109
FBR-100455,T.Raja,0,0,Non-Filer,مکان 238 گلی 10 Gulshan-e-Iqbal کراچی,03158076906
FBR-100456,T. Mughal,585600,28544,Filer,H#161 St-21 JoharTown Lahore,+92 324 7634639
FBR-100457,M.Naqvi,1463712,40000,Filer,مکان 86 گلی 12 North Nazimabad کراچی,03024936391
FBR-100458,N. Mughal,712068,14467,Filer,H#49 St-5 CliftonBlock2 Karachi,0338-1903041
FBR-100459,Tariq Qureshi,0,0,Non-Filer,"House 80, Street 6, Wapda Town, Lahore",0334-4847954
FBR-100460,Rana Shahzad Naqvi,725124,30678,Filer,"House No. 15, Gali 3, Hayatabad Phase 3, Peshawar",+92 325 8988550
FBR-100461,Syed Sajid Zaidi,0,0,Non-Filer,"House No. 358, Gali 35, DHA Phase 6, Karachi",03198659527
FBR-100463,Obaid Kayani,10018608,663934,Filer,"House 6, Street 1, Chaklala Scheme 3, Rawalpindi",+92 342 6769431
FBR-100464,Javeria Hashmi,19091088,1684980,Filer,"House 154, Street 1, University Town, Peshawar",0334-4879150
FBR-100466,S. Tareen,1390728,96904,Filer,H#356 St-18 Gulbahar Peshawar,+92 328 5510085
FBR-100467,T. Awan,507672,17812,Filer,H#327 St-30 DHAPhase5 Lahore,03475565653
FBR-100468,Ali Abbasi,0,0,Non-Filer,"House 12, Street 12, G-13/1, Islamabad",03161302736
FBR-100469,Danish راجہ,664656,25443,Filer,"253-14 Satellite Town, Rawalpindi",03443422695
FBR-100470,Kinza بٹ,18740412,645242,Filer,"385-10 DHA Phase 5, Lahore",0304-7583744
FBR-100471,Umar Kayani,0,0,Non-Filer,"7-8 University Town, Peshawar",0316-8431651
FBR-100473,Sadia Naqvi,1670484,102746,Filer,"247-20 I-8/4, Islamabad",03151873883
FBR-100474,Arsalan Afridi,307020,12853,Filer,"House 8, Street 11, Gulshan-e-Iqbal, Karachi",+92 329 3007387
FBR-100475,U.Bukhari,1535040,97017,Filer,مکان 244 گلی 39 Gulbahar Peshawar,+92 330 3128792
FBR-100476,H. Yousafzai,25542012,1057449,Filer,H#31 St-23 DHAPhase5 Lahore,0318-2801733
FBR-100477,Nadia Khattak,1208436,50171,Filer,"House 225, Street 13, University Town, Peshawar",+92 347 1665524
FBR-100478,M. Bangash,3906876,316086,Filer,H#278 St-32 Gulshan-e-Iqbal Karachi,03194131076
FBR-100479,Haji Waseem Shirazi,725928,56456,Filer,"House No. 83, Gali 5, Gulbahar, Peshawar",+92 342 8539415
FBR-100480,I.Khokhar,1358508,69525,Filer,مکان 260 گلی 25 B-17 اسلام آباد,03107108168
FBR-100481,Rana Bushra Rizvi,3538260,270680,Filer,"House No. 98, Gali 34, University Town, Peshawar",03383585897
FBR-100482,Uzma Bhatti,4013676,183308,Filer,"268-5 G-10/2, Islamabad",0302-3997061
FBR-100483,Malik Umar Qureshi,1405896,102842,Filer,"House No. 329, Gali 25, G-13/1, Islamabad",0338-5293936
FBR-100484,Ahmed Dar,345840,21996,Filer,"House 41, Street 30, Shah Rukn-e-Alam, Multan",+92 305 7978536
FBR-100485,M. Lodhi,2413428,106953,Filer,H#376 St-5 PeoplesColony Faisalabad,03214622201
FBR-100486,M.Virk,3212100,277316,Filer,مکان 270 گلی 16 Bahria Phase 4 راولپنڈی,03427965641
FBR-100487,G.Khokhar,1955160,93506,Filer,مکان 219 گلی 7 Gulgasht Multan,03127737011
FBR-100488,Maryam Shirazi,46134108,1400456,Filer,"162-36 Gulshan-e-Iqbal, Karachi",03257917972
FBR-100489,Sardar Atif Shirazi,300144,24853,Filer,"House No. 193, Gali 36, Bahria Phase 4, Rawalpindi",+92 325 8590070
FBR-100490,Noor Butt,468936,13122,Filer,"House 9, Street 34, Wapda Town, Lahore",+92 314 1110206
FBR-100491,Sardar Saqib Malik,3197592,268476,Filer,"House No. 142, Gali 36, Gulbahar, Peshawar",0348-3595683
FBR-100492,Sardar Adnan Awan,38241972,1147963,Filer,"House No. 299, Gali 16, Gulberg III, Lahore",03094384186
FBR-100493,R.Durrani,0,0,Non-Filer,مکان 167 گلی 31 B-17 اسلام آباد,03172599943
FBR-100494,Tariq Kakar,0,0,Non-Filer,"House 179, Street 28, I-8/4, Islamabad",03068686088
FBR-100496,Ayesha Orakzai,2783148,99793,Filer,"House 26, Street 26, Bahria Phase 4, Rawalpindi",0339-9467953
FBR-100497,Mansoor Abbasi,4117188,317316,Filer,"House 43, Street 31, Chaklala Scheme 3, Rawalpindi",+92 340 7697318
FBR-100498,R.Kakar,2193744,119335,Filer,مکان 391 گلی 9 Cantt Multan,03093412905
FBR-100499,N.Yousafzai,0,0,Non-Filer,مکان 127 گلی 16 Gulgasht Multan,+92 304 8215305
FBR-100500,Fahad Wazir,965292,43375,Filer,"House 188, Street 23, North Nazimabad, Karachi",03156780168
FBR-100501,J. Gill,0,0,Filer,H#320 St-10 MadinaTown Faisalabad,03352110819
FBR-100502,F.Saddozai,539952,47830,Filer,مکان 318 گلی 10 F-8/3 اسلام آباد,03206759137
FBR-100503,T. Rajput,40958724,1898090,Filer,H#108 St-35 I-8/4 Islamabad,+92 313 9778944
FBR-100504,Malik Rida Abbasi,1338168,43244,Filer,"House No. 343, Gali 2, Gulgasht, Multan",0339-9838222
FBR-100505,I.Baig,2666928,82902,Filer,مکان 317 گلی 18 Gulbahar Peshawar,0307-1139824
FBR-100506,B.Wazir,378324,26776,Filer,مکان 10 گلی 19 DHA Phase 5 لاہور,03337387106
FBR-100508,A. Butt,0,0,Non-Filer,H#171 St-32 ChaklalaScheme3 Rawalpindi,+92 332 1308234
FBR-100509,Rana Arsalan Kazmi,3431568,306936,Filer,"House No. 321, Gali 17, DHA Phase 5, Lahore",0330-5700872
FBR-100510,Bushra Awan,31064676,2436836,Filer,"House 196, Street 34, B-17, Islamabad",0343-8001691
FBR-100511,Owais Shirazi,1810932,78599,Filer,"House 278, Street 9, Model Town, Lahore",0312-4394202
FBR-100512,Rauf Kakar,1875540,140369,Filer,"163-5 Bahria Phase 4, Rawalpindi",0348-2986209
FBR-100513,R. Malik,383964,15083,Filer,H#212 St-27 UniversityTown Peshawar,0327-5593537
FBR-100514,S. Ansari,1124100,91471,Filer,H#316 St-18 G-13/1 Islamabad,03494874049
FBR-100515,G.Raja,686484,51268,Filer,مکان 69 گلی 33 Shah Rukn-e-Alam Multan,+92 303 9295063
FBR-100516,Syed Yousuf Awan,2236116,102327,Filer,"House No. 116, Gali 3, Bahria Phase 4, Rawalpindi",+92 330 5527477
FBR-100517,N.Chaudhry,11705184,755329,Filer,مکان 316 گلی 32 Westridge راولپنڈی,+92 327 5140345
FBR-100519,Sana Qureshi,3397296,200352,Filer,"House 22, Street 16, North Nazimabad, Karachi",03487637254
FBR-100520,Sana Tareen,30863208,1230375,Filer,"98-19 Cantt, Multan",+92 336 6109570
FBR-100521,Syed Zubair Yousafzai,18648180,1193402,Filer,"House No. 265, Gali 10, B-17, Islamabad",03372517344
FBR-100523,H. Khokhar,27867528,2120894,Filer,H#166 St-11 I-8/4 Islamabad,03012915369
FBR-100524,Sardar Tariq Naqvi,2035104,49364,Filer,"House No. 373, Gali 33, Shah Rukn-e-Alam, Multan",03427353173
FBR-100525,B. Gilani,3767604,223526,Filer,H#77 St-11 Gulbahar Peshawar,+92 312 1860847
FBR-100526,Irfan Afridi,34697484,2933005,Filer,"68-13 Satellite Town, Rawalpindi",0309-5246497
FBR-100527,Z.Khan,39860220,3446814,Filer,مکان 122 گلی 14 Madina Town Faisalabad,+92 347 8612468
FBR-100528,Iqra Khan,3155832,88900,Filer,"House 318, Street 36, Chaklala Scheme 3, Rawalpindi",0310-4101100
FBR-100529,H.Abbasi,3583260,99227,Filer,مکان 342 گلی 37 Hayatabad Phase 3 Peshawar,0344-6555122
