vehicle_reg_no,owner_name,engine_capacity_cc,vehicle_make_model,registration_year,owner_address
KAR-906,I. Siddiqui,2700,Toyota Fortuner,2019,H#304 St-35 PeoplesColony Faisalabad
ICT-3785,I. Siddiqui,3300,Toyota Land Cruiser ZX,2024,H#304 St-35 PeoplesColony Faisalabad
LEA-4294,Rana Bushra Abbasi,3300,Toyota Land Cruiser ZX,2022,"House No. 194, Gali 5, Shah Rukn-e-Alam, Multan"
KAR-6805,Sardar Bushra Abbasi,2000,Mercedes C200,2023,"House No. 194, Gali 5, Shah Rukn-e-Alam, Multan"
KAR-4802,Sardar Javeria Tarar,2700,Toyota Prado TX,2020,"House No. 185, Gali 35, Peoples Colony, Faisalabad"
KAR-7936,Chaudhary Javeria Tarar,2000,Audi e-tron,2022,"House No. 185, Gali 35, Peoples Colony, Faisalabad"
KAR-7482,Malik Javeria Tarar,3300,Toyota Land Cruiser ZX,2026,"House No. 185, Gali 35, Peoples Colony, Faisalabad"
AFR-7806,Fatima Saddozai,2700,Toyota Fortuner,2025,"House 298, Street 37, D Ground, Faisalabad"
AFR-7655,Fatima Saddozai,2700,Toyota Fortuner,2021,"House 298, Street 37, D Ground, Faisalabad"
LEA-449,Fatima Saddozai,3300,Toyota Land Cruiser ZX,2025,"House 298, Street 37, D Ground, Faisalabad"
RIR-1807,S. Durrani,70,Honda CD-70,2018,H#164 St-5 ShahRukn-e-Alam Multan
RIR-1091,Asad Mehsud,2000,Audi e-tron,2019,"House 380, Street 16, Hayatabad Phase 3, Peshawar"
RIR-8441,Asad Mehsud,2000,Mercedes C200,2023,"House 380, Street 16, Hayatabad Phase 3, Peshawar"
RIR-7793,Syed Danish Warraich,2700,Toyota Prado TX,2024,"House No. 96, Gali 28, Cantt, Multan"
KAR-4024,Fahad Kayani,660,Suzuki Alto,2020,"271-21 Shah Rukn-e-Alam, Multan"
RIR-2604,Talha Sandhu,1000,Suzuki Cultus,2025,"262-25 Cantt, Multan"
ICT-2687,Taimoor Yousafzai,1500,Honda Civic RS,2023,"House 5, Street 32, I-8/4, Islamabad"
LEA-5574,Taimoor Yousafzai,2000,Audi e-tron,2017,"House 5, Street 32, I-8/4, Islamabad"
ICT-3383,Z. Butt,1500,Honda Civic RS,2021,H#276 St-19 JoharTown Lahore
KAR-8748,Z. Butt,2700,Toyota Prado TX,2025,H#276 St-19 JoharTown Lahore
AFR-6590,Z. Butt,3300,Toyota Land Cruiser ZX,2022,H#276 St-19 JoharTown Lahore
AFR-1198,F.Lodhi,800,Suzuki Mehran,2020,مکان 188 گلی 35 Gulbahar Peshawar
RIR-447,J.Gill,800,Suzuki Mehran,2022,مکان 313 گلی 28 Gulbahar Peshawar
AFR-4653,Rabia Gill,2000,Audi e-tron,2017,"306-35 Madina Town, Faisalabad"
LEA-1805,Rabia Gill,2000,Mercedes C200,2025,"306-35 Madina Town, Faisalabad"
KAR-3817,Gul Qureshi,2700,Toyota Fortuner,2017,"House 31, Street 18, Westridge, Rawalpindi"
LEA-7566,Gul Qureshi,3300,Toyota Land Cruiser ZX,2023,"House 31, Street 18, Westridge, Rawalpindi"
ICT-3392,Gul Warraich,3300,Toyota Land Cruiser ZX,2018,"House 296, Street 18, DHA Phase 6, Karachi"
RIR-6086,Anas Lodhi,660,Suzuki Alto,2017,"173-36 Gulberg III, Lahore"
KAR-6051,U.Qureshi,70,Honda CD-70,2018,مکان 9 گلی 8 Shah Rukn-e-Alam Multan
AFR-396,Bilal Warraich,660,Suzuki Alto,2022,"House 372, Street 15, Shah Rukn-e-Alam, Multan"
ICT-890,Shahzad Bukhari,800,Suzuki Mehran,2022,"House 5, Street 1, Westridge, Rawalpindi"
AFR-5758,Sardar Saba Saddozai,70,Honda CD-70,2017,"House No. 316, Gali 29, Westridge, Rawalpindi"
KAR-4272,R.Virk,2000,Mercedes C200,2018,مکان 162 گلی 9 Model Town لاہور
ICT-3664,R.Virk,2000,Audi e-tron,2026,مکان 162 گلی 9 Model Town لاہور
KAR-4217,R.Virk,2700,Toyota Prado TX,2022,مکان 162 گلی 9 Model Town لاہور
ICT-2287,Noor Shirazi,2700,Toyota Prado TX,2023,"House 338, Street 20, DHA Phase 5, Lahore"
RIR-7551,Noor Shirazi,3300,Toyota Land Cruiser ZX,2020,"House 338, Street 20, DHA Phase 5, Lahore"
AFR-6591,Rana Arsalan Hashmi,1000,Suzuki Cultus,2025,"House No. 124, Gali 32, Clifton Block 2, Karachi"
ICT-2561,S.Virk,800,Suzuki Mehran,2022,مکان 216 گلی 24 Gulbahar Peshawar
ICT-3783,احمد Kayani,2000,Audi e-tron,2022,"31-26 Satellite Town, Rawalpindi"
RIR-9697,احمد Kayani,3300,Toyota Land Cruiser ZX,2018,"31-26 Satellite Town, Rawalpindi"
AFR-5593,احمد Kayani,1800,Toyota Corolla Altis,2019,"31-26 Satellite Town, Rawalpindi"
LEA-2958,Tariq Afridi,3300,Toyota Land Cruiser ZX,2021,"316-10 D Ground, Faisalabad"
RIR-3872,Adnan Rizvi,1000,Suzuki Cultus,2023,"301-5 Model Town, Lahore"
KAR-4491,Fahad Khokhar,1200,Honda City,2023,"29-20 D Ground, Faisalabad"
LEA-6490,W.Hashmi,1200,Honda City,2019,مکان 265 گلی 17 Wapda Town لاہور
KAR-1560,Malik Rida Siddiqui,1500,Honda Civic RS,2026,"House No. 172, Gali 28, Hayatabad Phase 3, Peshawar"
AFR-9952,Chaudhary Rida Siddiqui,2000,Audi e-tron,2022,"House No. 172, Gali 28, Hayatabad Phase 3, Peshawar"
AFR-3099,Sardar Rida Siddiqui,3300,Toyota Land Cruiser ZX,2024,"House No. 172, Gali 28, Hayatabad Phase 3, Peshawar"
AFR-6988,Amna Mehsud,70,Honda CD-70,2024,"House 117, Street 33, Cantt, Multan"
LEA-7956,Luqman Abbasi,1000,Suzuki Cultus,2019,"284-27 Satellite Town, Rawalpindi"
ICT-4236,S. Chaudhry,800,Suzuki Mehran,2024,H#62 St-33 MadinaTown Faisalabad
ICT-7229,R.Niazi,2000,Audi e-tron,2020,مکان 125 گلی 30 Gulgasht Multan
LEA-5653,R.Niazi,2700,Toyota Prado TX,2024,مکان 125 گلی 30 Gulgasht Multan
KAR-4649,R.Niazi,2000,Mercedes C200,2020,مکان 125 گلی 30 Gulgasht Multan
KAR-8345,A.Khan,70,Honda CD-70,2022,مکان 120 گلی 35 Clifton Block 2 کراچی
ICT-382,Rida Niazi,1500,Honda Civic RS,2026,"272-16 F-8/3, Islamabad"
LEA-2517,Rida Niazi,2700,Toyota Fortuner,2019,"272-16 F-8/3, Islamabad"
AFR-2694,Rida Niazi,2000,Mercedes C200,2023,"272-16 F-8/3, Islamabad"
AFR-6194,D. Naqvi,1500,Honda Civic RS,2025,H#235 St-6 Gulshan-e-Iqbal Karachi
RIR-655,Mahnoor Gilani,70,Honda CD-70,2025,"House 340, Street 9, E-11/2, Islamabad"
RIR-6044,Kinza Saddozai,1000,Suzuki Cultus,2022,"House 232, Street 18, Gulberg III, Lahore"
KAR-9823,Syed Rashid Raja,1200,Honda City,2024,"House No. 183, Gali 26, Cantt, Multan"
AFR-3251,Hamza Khan,2700,Toyota Fortuner,2024,"House 67, Street 13, F-8/3, Islamabad"
AFR-6525,Hamza Khan,2700,Toyota Fortuner,2022,"House 67, Street 13, F-8/3, Islamabad"
RIR-2944,Hamza Khan,2000,Hyundai Tucson,2024,"House 67, Street 13, F-8/3, Islamabad"
LEA-3571,A. Chaudhry,800,Suzuki Mehran,2024,H#66 St-6 Westridge Rawalpindi
AFR-3528,Adnan بٹ,2000,Mercedes C200,2017,"316-16 D Ground, Faisalabad"
ICT-6601,Adnan بٹ,2700,Toyota Fortuner,2020,"316-16 D Ground, Faisalabad"
LEA-2933,S. Rizvi,70,Honda CD-70,2019,H#29 St-15 Gulbahar Peshawar
AFR-4067,K.Gill,70,Honda CD-70,2024,مکان 361 گلی 23 Peoples Colony Faisalabad
KAR-2472,Z.Niazi,1800,Toyota Corolla Altis,2018,مکان 20 گلی 6 Westridge راولپنڈی
ICT-9991,Babar Yousafzai,2700,Toyota Prado TX,2026,"House 175, Street 12, Bahria Phase 4, Rawalpindi"
ICT-1192,R. Sial,1800,Toyota Corolla Altis,2021,H#250 St-21 Gulbahar Peshawar
RIR-2000,R. Sial,2000,Hyundai Tucson,2019,H#250 St-21 Gulbahar Peshawar
LEA-1300,Sardar Mehwish Gondal,1300,Toyota Corolla GLi,2018,"House No. 54, Gali 32, Gulgasht, Multan"
ICT-8214,Junaid Afridi,1000,Suzuki Cultus,2021,"House 344, Street 22, B-17, Islamabad"
KAR-4066,F. Kayani,3300,Toyota Land Cruiser ZX,2018,H#369 St-1 HayatabadPhase3 Peshawar
KAR-9001,F. Kayani,1500,Honda Civic RS,2026,H#369 St-1 HayatabadPhase3 Peshawar
KAR-8874,F. Kayani,1500,Honda Civic RS,2023,H#369 St-1 HayatabadPhase3 Peshawar
LEA-6499,Haji Obaid Hashmi,2000,Mercedes C200,2025,"House No. 280, Gali 25, Gulshan-e-Iqbal, Karachi"
KAR-3466,Rana Obaid Hashmi,1500,Honda Civic RS,2026,"House No. 280, Gali 25, Gulshan-e-Iqbal, Karachi"
LEA-8129,Zubair Malik,2000,Mercedes C200,2021,"House 54, Street 5, Gulberg III, Lahore"
ICT-5171,Zubair Malik,2000,Hyundai Tucson,2019,"House 54, Street 5, Gulberg III, Lahore"
KAR-1102,Rana Noman Baig,1000,Suzuki Cultus,2021,"House No. 339, Gali 19, Gulshan-e-Iqbal, Karachi"
KAR-3090,W. Kayani,660,Suzuki Alto,2021,H#289 St-4 ChaklalaScheme3 Rawalpindi
ICT-5254,Mubashir راجہ,1000,Suzuki Cultus,2022,"258-37 Clifton Block 2, Karachi"
RIR-9953,S.Mughal,1200,Honda City,2026,مکان 65 گلی 3 Bahria Phase 4 راولپنڈی
KAR-9970,S. Khokhar,1500,Honda Civic RS,2022,H#359 St-40 HayatabadPhase3 Peshawar
ICT-4066,Sardar Rabia Bukhari,660,Suzuki Alto,2024,"House No. 55, Gali 37, Peoples Colony, Faisalabad"
KAR-3944,Sardar Luqman Khattak,3300,Toyota Land Cruiser ZX,2026,"House No. 20, Gali 12, North Nazimabad, Karachi"
RIR-9280,Rana Luqman Khattak,2000,Hyundai Tucson,2025,"House No. 20, Gali 12, North Nazimabad, Karachi"
AFR-399,Rana Luqman Khattak,2000,Mercedes C200,2024,"House No. 20, Gali 12, North Nazimabad, Karachi"
AFR-9214,O. Lodhi,2700,Toyota Prado TX,2024,H#357 St-7 UniversityTown Peshawar
AFR-9620,O. Lodhi,1500,Honda Civic RS,2021,H#357 St-7 UniversityTown Peshawar
ICT-3322,S.Durrani,70,Honda CD-70,2020,مکان 97 گلی 29 Clifton Block 2 کراچی
KAR-2694,M.Afridi,660,Suzuki Alto,2022,مکان 16 گلی 16 B-17 اسلام آباد
ICT-4423,Chaudhary Shoaib Khattak,1300,Toyota Corolla GLi,2017,"House No. 138, Gali 27, Bahria Phase 4, Rawalpindi"
ICT-4841,U. Kayani,1500,Honda Civic RS,2026,H#155 St-34 Westridge Rawalpindi
RIR-1032,Jawad Zaidi,1200,Honda City,2021,"312-19 Gulgasht, Multan"
RIR-814,N. Wazir,1500,Honda Civic RS,2018,H#370 St-2 JoharTown Lahore
LEA-6420,Hamza Mehsud,2000,Audi e-tron,2017,"212-4 Gulshan-e-Iqbal, Karachi"
RIR-4089,Hamza Mehsud,2000,Hyundai Tucson,2023,"212-4 Gulshan-e-Iqbal, Karachi"
ICT-4405,U.Abbasi,2700,Toyota Fortuner,2024,مکان 399 گلی 6 Johar Town لاہور
AFR-9552,U.Abbasi,2000,Mercedes C200,2017,مکان 399 گلی 6 Johar Town لاہور
ICT-5526,W.Dar,2700,Toyota Prado TX,2023,مکان 296 گلی 11 Hayatabad Phase 3 Peshawar
LEA-2623,W.Dar,2700,Toyota Fortuner,2024,مکان 296 گلی 11 Hayatabad Phase 3 Peshawar
KAR-9303,W.Dar,2000,Hyundai Tucson,2026,مکان 296 گلی 11 Hayatabad Phase 3 Peshawar
LEA-3543,Nasir Sial,1300,Toyota Corolla GLi,2020,"House 3, Street 3, North Nazimabad, Karachi"
LEA-6871,U. Malik,1200,Honda City,2025,H#321 St-16 Cantt Multan
RIR-7704,Mahnoor Niazi,2000,Hyundai Tucson,2024,"24-20 Satellite Town, Rawalpindi"
ICT-8679,Mahnoor Niazi,2700,Toyota Prado TX,2023,"24-20 Satellite Town, Rawalpindi"
ICT-152,Mahnoor Niazi,2000,Hyundai Tucson,2023,"24-20 Satellite Town, Rawalpindi"
RIR-4334,Hafsa Awan,70,Honda CD-70,2021,"House 184, Street 13, Model Town, Lahore"
KAR-6899,R. Durrani,800,Suzuki Mehran,2021,H#259 St-11 G-13/1 Islamabad
ICT-7931,M.Yousafzai,2000,Hyundai Tucson,2022,مکان 25 گلی 7 G-13/1 اسلام آباد
RIR-7972,M.Yousafzai,2000,Hyundai Tucson,2026,مکان 25 گلی 7 G-13/1 اسلام آباد
AFR-4545,S.Kayani,2000,Mercedes C200,2017,مکان 106 گلی 1 DHA Phase 6 کراچی
ICT-5251,S.Kayani,1500,Honda Civic RS,2021,مکان 106 گلی 1 DHA Phase 6 کراچی
ICT-8819,N.Orakzai,2000,Mercedes C200,2023,مکان 121 گلی 1 Gulshan-e-Iqbal کراچی
ICT-8204,N.Orakzai,1800,Toyota Corolla Altis,2018,مکان 121 گلی 1 Gulshan-e-Iqbal کراچی
ICT-2505,N.Orakzai,3300,Toyota Land Cruiser ZX,2022,مکان 121 گلی 1 Gulshan-e-Iqbal کراچی
LEA-8420,F.Chaudhry,3300,Toyota Land Cruiser ZX,2019,مکان 52 گلی 17 Gulgasht Multan
ICT-6313,F.Chaudhry,2700,Toyota Fortuner,2021,مکان 52 گلی 17 Gulgasht Multan
RIR-8211,W.Qureshi,2700,Toyota Fortuner,2022,مکان 292 گلی 29 North Nazimabad کراچی
AFR-7030,W.Qureshi,1800,Toyota Corolla Altis,2018,مکان 292 گلی 29 North Nazimabad کراچی
RIR-928,W.Qureshi,2000,Audi e-tron,2019,مکان 292 گلی 29 North Nazimabad کراچی
ICT-7912,Mian Zafar Hashmi,2000,Hyundai Tucson,2026,"House No. 226, Gali 3, E-11/2, Islamabad"
RIR-4651,Sardar Zafar Hashmi,1800,Toyota Corolla Altis,2022,"House No. 226, Gali 3, E-11/2, Islamabad"
AFR-2711,Ubaid Joiya,660,Suzuki Alto,2025,"House 230, Street 6, Gulbahar, Peshawar"
ICT-5787,Mubashir Kazmi,1300,Toyota Corolla GLi,2025,"336-30 Peoples Colony, Faisalabad"
RIR-7958,Ghulam Afridi,1500,Honda Civic RS,2024,"House 281, Street 34, University Town, Peshawar"
KAR-2994,Ghulam Afridi,2700,Toyota Prado TX,2021,"House 281, Street 34, University Town, Peshawar"
RIR-1781,Noor Tarar,1800,Toyota Corolla Altis,2025,"313-13 I-8/4, Islamabad"
RIR-4170,Noor Tarar,2700,Toyota Prado TX,2020,"313-13 I-8/4, Islamabad"
RIR-5868,Madiha Cheema,1500,Honda Civic RS,2025,"House 24, Street 38, E-11/2, Islamabad"
AFR-8383,Mubashir Orakzai,2700,Toyota Prado TX,2021,"365-36 Madina Town, Faisalabad"
KAR-2300,Mubashir Orakzai,2700,Toyota Fortuner,2020,"365-36 Madina Town, Faisalabad"
KAR-8199,Mubashir Orakzai,2000,Hyundai Tucson,2023,"365-36 Madina Town, Faisalabad"
AFR-2832,G.Awan,2700,Toyota Prado TX,2017,مکان 92 گلی 33 Gulgasht Multan
RIR-2006,G.Awan,1500,Honda Civic RS,2023,مکان 92 گلی 33 Gulgasht Multan
LEA-6592,G.Awan,2000,Mercedes C200,2018,مکان 92 گلی 33 Gulgasht Multan
KAR-8097,Mian Rashid Sheikh,1000,Suzuki Cultus,2017,"House No. 103, Gali 18, Cantt, Multan"
LEA-3599,N.Tareen,1500,Honda Civic RS,2019,مکان 184 گلی 29 Peoples Colony Faisalabad
RIR-1822,N.Tareen,2000,Audi e-tron,2026,مکان 184 گلی 29 Peoples Colony Faisalabad
KAR-359,N.Tareen,1500,Honda Civic RS,2026,مکان 184 گلی 29 Peoples Colony Faisalabad
RIR-7155,فاطمہ Orakzai,1800,Toyota Corolla Altis,2024,"196-25 DHA Phase 5, Lahore"
LEA-3345,فاطمہ Orakzai,1500,Honda Civic RS,2024,"196-25 DHA Phase 5, Lahore"
ICT-8160,فاطمہ Orakzai,3300,Toyota Land Cruiser ZX,2023,"196-25 DHA Phase 5, Lahore"
AFR-6807,Mian Shoaib Afridi,800,Suzuki Mehran,2026,"House No. 332, Gali 24, Gulgasht, Multan"
KAR-6683,T. Ansari,2000,Mercedes C200,2026,H#96 St-12 Cantt Multan
ICT-9630,T. Ansari,2000,Hyundai Tucson,2018,H#96 St-12 Cantt Multan
RIR-308,T. Ansari,1500,Honda Civic RS,2024,H#96 St-12 Cantt Multan
RIR-6941,Bushra Cheema,1300,Toyota Corolla GLi,2021,"House 151, Street 14, Gulberg III, Lahore"
AFR-718,Ahmed Siddiqui,1800,Toyota Corolla Altis,2019,"House 229, Street 16, Shah Rukn-e-Alam, Multan"
RIR-6688,Ahmed Siddiqui,3300,Toyota Land Cruiser ZX,2019,"House 229, Street 16, Shah Rukn-e-Alam, Multan"
KAR-9767,Mustafa بٹ,2700,Toyota Fortuner,2019,"165-33 Johar Town, Lahore"
LEA-800,Mustafa بٹ,2700,Toyota Fortuner,2021,"165-33 Johar Town, Lahore"
KAR-8235,Uzma چوہدری,1300,Toyota Corolla GLi,2019,"79-2 Gulgasht, Multan"
LEA-2751,K.Zaidi,2000,Audi e-tron,2026,مکان 117 گلی 17 G-13/1 اسلام آباد
AFR-607,K.Zaidi,2700,Toyota Fortuner,2021,مکان 117 گلی 17 G-13/1 اسلام آباد
RIR-3059,عائشہ قریشی,1000,Suzuki Cultus,2022,"311-6 Gulberg III, Lahore"
AFR-7389,Y.Mughal,3300,Toyota Land Cruiser ZX,2021,مکان 70 گلی 26 Peoples Colony Faisalabad
AFR-233,Ahmed Zaidi,2000,Audi e-tron,2025,"House 73, Street 8, Gulbahar, Peshawar"
AFR-7044,Ahmed Zaidi,2000,Mercedes C200,2020,"House 73, Street 8, Gulbahar, Peshawar"
RIR-2102,Ahmed Zaidi,1800,Toyota Corolla Altis,2025,"House 73, Street 8, Gulbahar, Peshawar"
LEA-4305,Mehwish Kayani,3300,Toyota Land Cruiser ZX,2022,"93-37 Satellite Town, Rawalpindi"
ICT-2261,Mehwish Kayani,3300,Toyota Land Cruiser ZX,2024,"93-37 Satellite Town, Rawalpindi"
KAR-6296,F. Chaudhry,2000,Mercedes C200,2018,H#102 St-38 DHAPhase5 Lahore
LEA-9525,F. Chaudhry,2000,Audi e-tron,2022,H#102 St-38 DHAPhase5 Lahore
ICT-6232,I. Yousafzai,2700,Toyota Prado TX,2025,H#163 St-32 F-8/3 Islamabad
RIR-948,I. Yousafzai,2000,Hyundai Tucson,2022,H#163 St-32 F-8/3 Islamabad
RIR-6943,I. Yousafzai,2700,Toyota Prado TX,2022,H#163 St-32 F-8/3 Islamabad
RIR-1401,Saqib Sial,800,Suzuki Mehran,2025,"161-16 Satellite Town, Rawalpindi"
ICT-9289,Syed Zafar Khokhar,1500,Honda Civic RS,2025,"House No. 397, Gali 20, Gulshan-e-Iqbal, Karachi"
AFR-516,F.Awan,1000,Suzuki Cultus,2025,مکان 92 گلی 37 DHA Phase 6 کراچی
KAR-7655,D.Chaudhry,2700,Toyota Fortuner,2022,مکان 120 گلی 3 Gulberg III لاہور
KAR-9982,D.Chaudhry,3300,Toyota Land Cruiser ZX,2018,مکان 120 گلی 3 Gulberg III لاہور
AFR-9667,D.Chaudhry,1500,Honda Civic RS,2020,مکان 120 گلی 3 Gulberg III لاہور
RIR-9166,U. Butt,1500,Honda Civic RS,2017,H#53 St-34 ShahRukn-e-Alam Multan
KAR-8920,Syed Sana Kayani,1200,Honda City,2026,"House No. 265, Gali 26, DHA Phase 6, Karachi"
ICT-7307,عائشہ Awan,800,Suzuki Mehran,2018,"118-5 DHA Phase 6, Karachi"
ICT-1598,Laiba Bangash,2000,Audi e-tron,2026,"339-15 Hayatabad Phase 3, Peshawar"
LEA-3870,Laiba Bangash,2700,Toyota Prado TX,2025,"339-15 Hayatabad Phase 3, Peshawar"
ICT-6547,Laiba Bangash,3300,Toyota Land Cruiser ZX,2026,"339-15 Hayatabad Phase 3, Peshawar"
ICT-7659,Mahnoor Mughal,2700,Toyota Prado TX,2022,"12-16 Shah Rukn-e-Alam, Multan"
AFR-4967,Mahnoor Mughal,2000,Hyundai Tucson,2024,"12-16 Shah Rukn-e-Alam, Multan"
AFR-4115,I.Mughal,2000,Hyundai Tucson,2024,مکان 265 گلی 26 Johar Town لاہور
RIR-5478,Sardar Asad Malik,1800,Toyota Corolla Altis,2021,"House No. 77, Gali 39, Westridge, Rawalpindi"
ICT-9314,Syed Asad Malik,1800,Toyota Corolla Altis,2018,"House No. 77, Gali 39, Westridge, Rawalpindi"
LEA-8510,Mian Asad Malik,2000,Mercedes C200,2022,"House No. 77, Gali 39, Westridge, Rawalpindi"
RIR-8827,Salman Rajput,1000,Suzuki Cultus,2021,"309-35 Cantt, Multan"
ICT-7082,D.Raja,2700,Toyota Prado TX,2023,مکان 279 گلی 27 Wapda Town لاہور
AFR-2849,D.Raja,2000,Mercedes C200,2023,مکان 279 گلی 27 Wapda Town لاہور
ICT-3772,D.Raja,2000,Mercedes C200,2017,مکان 279 گلی 27 Wapda Town لاہور
RIR-3466,Rana Sana Khan,2000,Mercedes C200,2021,"House No. 353, Gali 21, DHA Phase 6, Karachi"
KAR-8566,Syed Sana Khan,2000,Mercedes C200,2026,"House No. 353, Gali 21, DHA Phase 6, Karachi"
LEA-3343,Rashid Rajput,2000,Mercedes C200,2023,"House 46, Street 5, Madina Town, Faisalabad"
KAR-6517,Nasir Yousafzai,1300,Toyota Corolla GLi,2022,"House 147, Street 39, Gulgasht, Multan"
ICT-3224,L. Chaudhry,660,Suzuki Alto,2019,H#146 St-36 G-13/1 Islamabad
ICT-8126,Ehsan Siddiqui,2000,Audi e-tron,2020,"132-35 Gulbahar, Peshawar"
AFR-9394,Ehsan Kakar,660,Suzuki Alto,2020,"301-2 North Nazimabad, Karachi"
ICT-700,B.Naqvi,660,Suzuki Alto,2018,مکان 245 گلی 35 University Town Peshawar
ICT-4740,Ubaid Siddiqui,2000,Hyundai Tucson,2020,"236-21 Gulgasht, Multan"
KAR-4837,Ubaid Siddiqui,1500,Honda Civic RS,2021,"236-21 Gulgasht, Multan"
AFR-9522,N.Tarar,70,Honda CD-70,2020,مکان 187 گلی 26 Shah Rukn-e-Alam Multan
LEA-6738,Saad Tarar,660,Suzuki Alto,2019,"323-34 DHA Phase 6, Karachi"
KAR-2531,Mansoor قریشی,2000,Hyundai Tucson,2020,"31-14 Cantt, Multan"
ICT-6191,Amna Gilani,2000,Audi e-tron,2019,"276-12 Gulgasht, Multan"
RIR-3432,Taimoor Raja,2000,Mercedes C200,2022,"House 238, Street 10, Gulshan-e-Iqbal, Karachi"
RIR-4168,Taimoor Raja,1800,Toyota Corolla Altis,2021,"House 238, Street 10, Gulshan-e-Iqbal, Karachi"
LEA-3779,Tariq Mughal,1300,Toyota Corolla GLi,2024,"161-21 Johar Town, Lahore"
ICT-313,Malik Mahnoor Naqvi,70,Honda CD-70,2021,"House No. 86, Gali 12, North Nazimabad, Karachi"
AFR-3352,Rana Tariq Qureshi,2700,Toyota Fortuner,2021,"House No. 80, Gali 6, Wapda Town, Lahore"
KAR-9974,Sardar Tariq Qureshi,2000,Audi e-tron,2017,"House No. 80, Gali 6, Wapda Town, Lahore"
RIR-8217,S. Zaidi,2000,Mercedes C200,2024,H#358 St-35 DHAPhase6 Karachi
ICT-5886,Sardar Hina Afridi,2000,Mercedes C200,2025,"House No. 159, Gali 23, Gulgasht, Multan"
KAR-6543,O.Kayani,2000,Audi e-tron,2019,مکان 6 گلی 1 Chaklala Scheme 3 راولپنڈی
AFR-2371,O.Kayani,1800,Toyota Corolla Altis,2019,مکان 6 گلی 1 Chaklala Scheme 3 راولپنڈی
LEA-4321,O.Kayani,2000,Hyundai Tucson,2024,مکان 6 گلی 1 Chaklala Scheme 3 راولپنڈی
ICT-6509,J.Hashmi,2700,Toyota Fortuner,2021,مکان 154 گلی 1 University Town Peshawar
RIR-2505,Sana Tareen,70,Honda CD-70,2019,"356-18 Gulbahar, Peshawar"
AFR-9861,T.Awan,2700,Toyota Fortuner,2017,مکان 327 گلی 30 DHA Phase 5 لاہور
RIR-5824,T.Awan,1500,Honda Civic RS,2021,مکان 327 گلی 30 DHA Phase 5 لاہور
ICT-7220,T.Awan,2000,Audi e-tron,2025,مکان 327 گلی 30 DHA Phase 5 لاہور
LEA-5005,A.Abbasi,3300,Toyota Land Cruiser ZX,2022,مکان 12 گلی 12 G-13/1 اسلام آباد
RIR-8175,A.Abbasi,2700,Toyota Fortuner,2020,مکان 12 گلی 12 G-13/1 اسلام آباد
AFR-9716,Malik Danish Raja,70,Honda CD-70,2022,"House No. 253, Gali 14, Satellite Town, Rawalpindi"
AFR-9192,Kinza Butt,2700,Toyota Prado TX,2023,"House 385, Street 10, DHA Phase 5, Lahore"
ICT-4549,Mian Umar Kayani,2000,Audi e-tron,2018,"House No. 7, Gali 8, University Town, Peshawar"
AFR-8981,Haji Umar Kayani,2000,Hyundai Tucson,2017,"House No. 7, Gali 8, University Town, Peshawar"
RIR-9651,U. Saddozai,660,Suzuki Alto,2018,H#267 St-14 HayatabadPhase3 Peshawar
LEA-1848,A. Afridi,660,Suzuki Alto,2021,H#8 St-11 Gulshan-e-Iqbal Karachi
AFR-7741,Usman Bukhari,1300,Toyota Corolla GLi,2023,"House 244, Street 39, Gulbahar, Peshawar"
KAR-7218,Sardar Hafsa Yousafzai,1500,Honda Civic RS,2021,"House No. 31, Gali 23, DHA Phase 5, Lahore"
KAR-2850,Rana Hafsa Yousafzai,2000,Audi e-tron,2024,"House No. 31, Gali 23, DHA Phase 5, Lahore"
AFR-9603,N.Khattak,70,Honda CD-70,2022,مکان 225 گلی 13 University Town Peshawar
AFR-4779,M.Bangash,70,Honda CD-70,2023,مکان 278 گلی 32 Gulshan-e-Iqbal کراچی
LEA-8378,U. Qureshi,1300,Toyota Corolla GLi,2019,H#329 St-25 G-13/1 Islamabad
RIR-649,Chaudhary Ahmed Dar,1000,Suzuki Cultus,2026,"House No. 41, Gali 30, Shah Rukn-e-Alam, Multan"
ICT-7739,Maryam Virk,1300,Toyota Corolla GLi,2026,"270-16 Bahria Phase 4, Rawalpindi"
RIR-4794,M. Shirazi,1500,Honda Civic RS,2025,H#162 St-36 Gulshan-e-Iqbal Karachi
KAR-4067,M. Shirazi,1500,Honda Civic RS,2019,H#162 St-36 Gulshan-e-Iqbal Karachi
AFR-613,Atif Shirazi,70,Honda CD-70,2022,"193-36 Bahria Phase 4, Rawalpindi"
RIR-7806,A. Awan,1500,Honda Civic RS,2017,H#299 St-16 GulbergIII Lahore
AFR-684,A. Awan,2000,Hyundai Tucson,2020,H#299 St-16 GulbergIII Lahore
LEA-8035,R. Durrani,2700,Toyota Fortuner,2019,H#167 St-31 B-17 Islamabad
LEA-1769,R. Durrani,2000,Hyundai Tucson,2022,H#167 St-31 B-17 Islamabad
RIR-9610,T.Kakar,2700,Toyota Prado TX,2018,مکان 179 گلی 28 I-8/4 اسلام آباد
KAR-9689,T.Kakar,2000,Audi e-tron,2024,مکان 179 گلی 28 I-8/4 اسلام آباد
KAR-3872,T. Kakar,1800,Toyota Corolla Altis,2020,H#28 St-20 ShahRukn-e-Alam Multan
