registry_no,buyer_name,seller_name,property_address,property_value_pkr,transfer_date,area_marla,property_type
REG-551034,Mian Hassan Warraich,Asad Sandhu,"House 146, Street 23, Gulbahar, Peshawar",20009725,2022-01-15,5,Farmhouse
REG-383388,H. Khan,Nadeem Tareen,"House 2, Street 11, E-11/2, Islamabad",54621150,2026-01-04,10,Residential House
REG-813648,A. Butt,Usman Dar,"House 274, Street 15, Peoples Colony, Faisalabad",30357418,2024-02-10,7,Residential Plot
REG-863455,A. Butt,Saqib Wazir,"House 50, Street 33, Peoples Colony, Faisalabad",36438510,2025-12-22,5,Residential House
REG-168220,W.Virk,Usman Tarar,"House 31, Street 34, Chaklala Scheme 3, Rawalpindi",13889709,2021-09-14,3,Residential House
REG-819222,Z. Rizvi,Haris Sheikh,"House 233, Street 6, University Town, Peshawar",17254218,2023-12-13,3,Residential Plot
REG-945346,Zainab Niazi,Noman Janjua,"House 388, Street 24, Westridge, Rawalpindi",34185480,2021-08-14,10,Farmhouse
REG-562396,B. Yousafzai,Babar Tarar,"House 120, Street 23, Bahria Phase 4, Rawalpindi",44295280,2025-04-29,5,Apartment
REG-805476,R.Sial,Rehan Chaudhry,"House 105, Street 29, Hayatabad Phase 3, Peshawar",109752700,2026-02-18,20,Apartment
REG-100572,R.Sial,Salman Gilani,"House 350, Street 27, University Town, Peshawar",320964560,2025-12-31,80,Farmhouse
REG-429749,J. Afridi,Sajid Bukhari,"House 5, Street 28, G-10/2, Islamabad",40543805,2025-06-12,5,Commercial Plaza
REG-387613,Farhan Kayani,Hina Gondal,"House 345, Street 21, Gulbahar, Peshawar",340679800,2021-01-29,40,Commercial Plaza
REG-951965,O. Hashmi,Farhan Lodhi,"House 354, Street 25, DHA Phase 6, Karachi",34032740,2021-03-14,5,Apartment
REG-632870,Z. Malik,Fahad Sandhu,"House 234, Street 5, Wapda Town, Lahore",79772420,2024-08-23,20,Farmhouse
REG-544859,E.Shirazi,Hamza Gondal,"House 380, Street 36, Peoples Colony, Faisalabad",22550493,2021-08-17,7,Residential Plot
REG-818462,Salman Khattak,Fahad Baig,"House 250, Street 32, D Ground, Faisalabad",23680386,2022-06-08,3,Residential House
REG-490977,Chaudhary Sana Khokhar,Saad Mehsud,"House 286, Street 8, University Town, Peshawar",95207460,2024-09-09,20,Farmhouse
REG-315773,L.Khattak,Kashif Gilani,"House 232, Street 34, Clifton Block 2, Karachi",170688500,2023-08-21,20,Commercial Plaza
REG-690246,L.Khattak,Rashid Gill,"House 52, Street 35, North Nazimabad, Karachi",28700266,2021-08-17,7,Residential House
REG-380091,H.Warraich,Rehan Hashmi,"House 383, Street 36, Gulberg III, Lahore",35421190,2022-06-14,5,Commercial Plaza
REG-132624,Sardar Owais Lodhi,Qasim Yousafzai,"House 326, Street 12, University Town, Peshawar",36660526,2024-01-12,7,Apartment
REG-553190,Sajid Durrani,Danish Ansari,"House 294, Street 12, Gulshan-e-Iqbal, Karachi",21568300,2025-08-30,5,Farmhouse
REG-317902,Rana Haris Sheikh,Umar Zaidi,"House 247, Street 23, Chaklala Scheme 3, Rawalpindi",29633632,2024-10-15,7,Residential Plot
REG-998556,Mahnoor Zaidi,Sufyan Virk,"House 85, Street 39, Model Town, Lahore",9755475,2024-12-14,5,Farmhouse
REG-158960,Shoaib Khattak,Javeria Janjua,"House 93, Street 28, Chaklala Scheme 3, Rawalpindi",19458585,2023-07-24,5,Apartment
REG-100090,Ubaid Kayani,Gul Kayani,"House 213, Street 5, Bahria Phase 4, Rawalpindi",55229412,2021-02-01,7,Farmhouse
REG-446364,T.Bhatti,Anas Wazir,"House 182, Street 32, Hayatabad Phase 3, Peshawar",19682166,2025-05-29,3,Farmhouse
REG-747415,N.Wazir,Fatima Kayani,"House 228, Street 3, Gulberg III, Lahore",36716820,2025-12-03,7,Residential Plot
REG-797600,N.Wazir,Obaid Durrani,"House 259, Street 8, Gulberg III, Lahore",23265390,2024-02-28,10,Residential Plot
REG-820344,H.Cheema,Amna Qureshi,"House 395, Street 3, Shah Rukn-e-Alam, Multan",52404716,2021-12-16,7,Farmhouse
REG-852545,Wajahat Siddiqui,Nasir Khattak,"House 335, Street 26, DHA Phase 6, Karachi",26788497,2021-12-11,3,Apartment
REG-944179,H. Mehsud,Waseem Sandhu,"House 282, Street 2, North Nazimabad, Karachi",31756130,2021-04-05,7,Farmhouse
REG-761208,Ubaid Abbasi,Bilal Bhatti,"House 26, Street 8, Wapda Town, Lahore",659356880,2026-03-02,80,Farmhouse
REG-807144,Waseem Dar,Usman Gilani,"House 105, Street 39, Hayatabad Phase 3, Peshawar",140137240,2021-11-05,40,Apartment
REG-950603,Waseem Dar,Obaid Baig,"House 42, Street 10, University Town, Peshawar",24391730,2023-04-23,5,Residential House
REG-544195,Syed Mahnoor Niazi,Zara Chaudhry,"House 294, Street 25, Satellite Town, Rawalpindi",289740160,2025-12-06,40,Residential House
REG-266775,Maryam Yousafzai,Fahad Hashmi,"House 231, Street 15, B-17, Islamabad",24132262,2024-01-21,7,Residential House
REG-555816,Maryam Yousafzai,Mehwish Rajput,"House 70, Street 3, G-13/1, Islamabad",72465550,2023-04-17,10,Commercial Plaza
REG-662446,Rana Sadia Kayani,Naveed Baig,"House 385, Street 39, North Nazimabad, Karachi",48780368,2025-09-05,7,Residential Plot
REG-255866,L. Orakzai,Bilal Durrani,"House 220, Street 27, Chaklala Scheme 3, Rawalpindi",10319300,2021-06-08,5,Apartment
REG-421499,Noman Orakzai,Owais Gilani,"House 391, Street 27, Gulshan-e-Iqbal, Karachi",38568810,2024-08-16,10,Residential Plot
REG-988528,Noman Orakzai,Hafsa Gill,"House 164, Street 13, Gulshan-e-Iqbal, Karachi",149028800,2021-05-05,20,Apartment
REG-397990,فاطمہ چوہدری,Bilal Kakar,"House 37, Street 1, Shah Rukn-e-Alam, Multan",229650040,2022-01-04,40,Commercial Plaza
REG-479228,فاطمہ چوہدری,Amna Gilani,"House 271, Street 17, Cantt, Multan",130582160,2021-07-01,20,Commercial Plaza
REG-733618,Bushra Khattak,Uzma Janjua,"House 265, Street 32, Westridge, Rawalpindi",49095333,2023-06-23,7,Commercial Plaza
REG-908569,W. Qureshi,Owais Wazir,"House 289, Street 23, North Nazimabad, Karachi",214321320,2024-06-04,40,Residential House
REG-441403,W. Qureshi,Hamza Afridi,"House 117, Street 33, Clifton Block 2, Karachi",23723465,2021-09-14,5,Apartment
REG-110016,Z.Hashmi,Hafsa Virk,"House 48, Street 22, G-10/2, Islamabad",452110000,2025-06-19,80,Commercial Plaza
REG-101057,Z.Hashmi,Muhammad Kakar,"House 95, Street 26, B-17, Islamabad",28578410,2021-06-16,7,Commercial Plaza
REG-704168,Farah Cheema,Ubaid Sheikh,"House 61, Street 8, Madina Town, Faisalabad",44541030,2022-11-11,5,Farmhouse
REG-697562,Atif Janjua,Ahmed Kakar,"House 366, Street 29, DHA Phase 5, Lahore",26360040,2021-03-15,7,Commercial Plaza
REG-167633,Ghulam Afridi,Haris Raja,"House 267, Street 27, Hayatabad Phase 3, Peshawar",16048039,2023-01-19,7,Apartment
REG-274939,N. Tarar,Wajahat Bhatti,"House 164, Street 10, B-17, Islamabad",19494132,2026-01-12,7,Residential Plot
REG-251776,N. Tarar,Arsalan Kayani,"House 50, Street 14, G-13/1, Islamabad",28968856,2024-12-01,7,Commercial Plaza
REG-491407,Madiha Cheema,Tariq Tarar,"House 33, Street 6, I-8/4, Islamabad",589866480,2023-08-01,80,Residential Plot
REG-698004,A.Khan,Usman Durrani,"House 304, Street 13, D Ground, Faisalabad",34683635,2023-06-05,7,Farmhouse
REG-782980,J. Bukhari,Khalid Shirazi,"House 334, Street 27, Bahria Phase 4, Rawalpindi",14467098,2022-11-14,3,Commercial Plaza
REG-637370,M.Orakzai,Imran Niazi,"House 153, Street 16, Peoples Colony, Faisalabad",482431600,2022-04-23,80,Farmhouse
REG-790813,Gul Awan,Kamran Khokhar,"House 93, Street 21, Cantt, Multan",43627875,2024-05-17,5,Residential Plot
REG-714980,A. Wazir,Sufyan Baig,"House 77, Street 19, Cantt, Multan",35841827,2021-04-23,7,Apartment
REG-705600,Rashid شیخ,Muhammad Malik,"House 325, Street 24, Shah Rukn-e-Alam, Multan",24213700,2022-04-07,5,Farmhouse
REG-583893,N. Tareen,Waqas Virk,"House 243, Street 23, Peoples Colony, Faisalabad",532137040,2025-07-27,80,Commercial Plaza
REG-366973,F.Orakzai,Bushra Raja,"House 381, Street 6, Model Town, Lahore",51398935,2022-01-21,7,Apartment
REG-703977,F.Orakzai,Zainab Malik,"House 178, Street 20, DHA Phase 5, Lahore",23563624,2026-02-02,7,Apartment
REG-390818,Chaudhary Taimoor Ansari,Owais Gill,"House 224, Street 38, Cantt, Multan",85197060,2024-12-18,20,Commercial Plaza
REG-317327,Syed Taimoor Ansari,Ubaid Sial,"House 330, Street 20, Cantt, Multan",42537621,2023-08-23,7,Residential House
REG-950946,احمد Siddiqui,Khalid Butt,"House 112, Street 28, Cantt, Multan",76089560,2026-03-15,10,Residential House
REG-282068,F. Virk,Zafar Rizvi,"House 272, Street 33, Johar Town, Lahore",15905442,2021-06-02,3,Apartment
REG-267028,Mustafa Butt,Gul Kakar,"House 119, Street 4, Model Town, Lahore",170179180,2025-03-22,20,Apartment
REG-393012,Mustafa Butt,Kamran Mehsud,"House 198, Street 32, DHA Phase 5, Lahore",81851080,2024-03-25,40,Residential House
REG-225958,Chaudhary Kashif Zaidi,Khalid Bhatti,"House 269, Street 27, G-10/2, Islamabad",317333560,2022-10-16,40,Farmhouse
REG-943585,Rana Ali Virk,Khalid Warraich,"House 85, Street 19, Shah Rukn-e-Alam, Multan",16485675,2021-02-12,3,Commercial Plaza
REG-556376,Syed Ayesha Qureshi,Laiba Bangash,"House 205, Street 25, DHA Phase 5, Lahore",30820636,2024-04-20,7,Farmhouse
REG-786769,Yousuf Mughal,Imran Mughal,"House 311, Street 14, Peoples Colony, Faisalabad",138754640,2021-11-20,20,Farmhouse
REG-405167,A. Zaidi,Hafsa Mirza,"House 134, Street 30, University Town, Peshawar",89763280,2025-06-06,40,Residential Plot
REG-414737,A. Zaidi,Taimoor Awan,"House 140, Street 22, Gulbahar, Peshawar",44941600,2023-01-12,20,Residential Plot
REG-361654,Mian Mehwish Kayani,Saad Naqvi,"House 260, Street 11, Satellite Town, Rawalpindi",38386590,2024-06-15,5,Residential House
REG-767225,Rana Farah Chaudhry,Maryam Niazi,"House 250, Street 16, Johar Town, Lahore",17169208,2021-05-10,7,Apartment
REG-908766,I.Yousafzai,Nimra Durrani,"House 304, Street 30, F-8/3, Islamabad",13014425,2022-12-16,5,Apartment
REG-224605,I.Yousafzai,Arsalan Khan,"House 162, Street 35, I-8/4, Islamabad",31871749,2022-04-21,7,Apartment
REG-118586,Zafar Khokhar,Tooba Orakzai,"House 386, Street 19, Gulshan-e-Iqbal, Karachi",162814300,2025-02-06,20,Apartment
REG-495511,Zafar Khokhar,Saqib Mehsud,"House 2, Street 14, DHA Phase 6, Karachi",51902305,2025-03-09,7,Apartment
REG-612016,N. Rizvi,Haris Tareen,"House 93, Street 40, Satellite Town, Rawalpindi",24457827,2023-03-26,3,Apartment
REG-841603,Mahnoor Dar,Ibrahim Awan,"House 127, Street 7, B-17, Islamabad",26628660,2024-12-06,5,Residential Plot
REG-201106,Naveed Khokhar,Nadia Wazir,"House 72, Street 14, Peoples Colony, Faisalabad",15222975,2022-04-27,5,Commercial Plaza
REG-384608,Fatima Awan,Farhan Kakar,"House 239, Street 28, Gulshan-e-Iqbal, Karachi",23893098,2023-03-12,3,Farmhouse
REG-327763,Danish Chaudhry,Nasir Bhatti,"House 395, Street 3, Wapda Town, Lahore",312327360,2021-11-29,40,Residential House
REG-322333,Danish Chaudhry,Rehan Baig,"House 13, Street 17, Wapda Town, Lahore",44492600,2022-06-26,10,Farmhouse
REG-417283,U.Butt,Jawad Kazmi,"House 156, Street 15, Cantt, Multan",15973705,2021-02-12,5,Apartment
REG-516919,Chaudhary Laiba Bangash,Kinza Durrani,"House 339, Street 13, Hayatabad Phase 3, Peshawar",78367730,2023-04-17,10,Farmhouse
REG-145656,Haji Mahnoor Mughal,Babar Bangash,"House 213, Street 27, Shah Rukn-e-Alam, Multan",75290020,2023-12-15,10,Farmhouse
REG-672128,Rana Mahnoor Mughal,Mubashir Siddiqui,"House 128, Street 8, Cantt, Multan",122848440,2022-04-08,20,Apartment
REG-676859,عمران Mughal,Ahmed Mughal,"House 164, Street 27, Johar Town, Lahore",43409289,2022-05-03,7,Apartment
REG-707769,عمران Mughal,Sadia Khan,"House 343, Street 8, Wapda Town, Lahore",9561130,2023-01-18,5,Farmhouse
REG-385080,Nimra Wazir,Mahnoor Tarar,"House 369, Street 38, D Ground, Faisalabad",21383754,2021-06-26,7,Residential House
REG-146254,A. Malik,Kashif Butt,"House 296, Street 12, Westridge, Rawalpindi",67233140,2025-09-20,10,Residential Plot
REG-870723,A. Malik,Sana Warraich,"House 277, Street 2, Westridge, Rawalpindi",333677880,2022-12-11,40,Residential Plot
REG-634475,D. Raja,Irfan Joiya,"House 179, Street 9, Wapda Town, Lahore",26614686,2024-06-27,7,Commercial Plaza
REG-577229,D. Raja,Fatima Mirza,"House 4, Street 19, DHA Phase 5, Lahore",564555920,2022-08-13,80,Commercial Plaza
REG-581722,Sana Khan,Farah Rajput,"House 197, Street 20, Gulshan-e-Iqbal, Karachi",497290800,2025-07-07,80,Farmhouse
REG-791124,R.Rajput,Rida Saddozai,"House 160, Street 35, Madina Town, Faisalabad",20041000,2025-06-15,5,Residential Plot
REG-961873,R.Rajput,Tooba Tareen,"House 370, Street 16, Madina Town, Faisalabad",44605280,2021-10-18,20,Commercial Plaza
REG-823727,U. Butt,Imran Warraich,"House 33, Street 37, Hayatabad Phase 3, Peshawar",5856585,2022-05-05,3,Residential House
REG-861561,Ehsan Siddiqui,Ubaid Baig,"House 380, Street 12, Gulbahar, Peshawar",446307200,2024-01-19,80,Commercial Plaza
REG-553170,Ehsan Siddiqui,Adnan Chaudhry,"House 86, Street 39, Hayatabad Phase 3, Peshawar",42104006,2022-07-27,7,Residential Plot
REG-456807,G.Orakzai,Tooba Saddozai,"House 288, Street 31, Chaklala Scheme 3, Rawalpindi",19978707,2022-07-03,3,Farmhouse
REG-776177,Talha Saddozai,Taimoor Tarar,"House 260, Street 2, Gulgasht, Multan",36567083,2026-01-10,7,Farmhouse
REG-335846,Nimra Gill,Sajid Durrani,"House 209, Street 5, Chaklala Scheme 3, Rawalpindi",22428800,2025-02-09,5,Residential Plot
REG-464921,U.Siddiqui,Faisal Malik,"House 190, Street 1, Cantt, Multan",282877920,2025-06-28,80,Residential House
REG-676333,U.Siddiqui,Sana Kazmi,"House 163, Street 3, Shah Rukn-e-Alam, Multan",79064030,2023-07-23,10,Apartment
REG-577643,M.Qureshi,Danish Wazir,"House 235, Street 33, Cantt, Multan",245360560,2023-03-01,40,Residential House
REG-241298,M.Qureshi,Fatima Orakzai,"House 129, Street 4, Gulgasht, Multan",36510800,2025-12-30,20,Farmhouse
REG-878017,A. Gilani,Saba Kazmi,"House 159, Street 40, Gulgasht, Multan",111477000,2021-08-13,40,Residential Plot
REG-580451,Syed Taimoor Raja,Asad Mughal,"House 23, Street 2, DHA Phase 6, Karachi",30731545,2021-04-27,5,Apartment
REG-361177,Rana Taimoor Raja,Muhammad Siddiqui,"House 74, Street 1, DHA Phase 6, Karachi",101862600,2021-01-07,40,Residential Plot
REG-312507,Mahnoor Naqvi,Ehsan Mughal,"House 371, Street 6, Gulshan-e-Iqbal, Karachi",31532625,2025-10-01,5,Residential House
REG-446807,T. Qureshi,Madiha Warraich,"House 116, Street 12, Wapda Town, Lahore",48126967,2025-06-14,7,Residential Plot
REG-382196,S. Naqvi,Rehan Virk,"House 93, Street 17, University Town, Peshawar",17765190,2021-05-20,5,Commercial Plaza
REG-190147,S.Zaidi,Farah Kayani,"House 305, Street 25, Gulshan-e-Iqbal, Karachi",29661175,2025-04-18,5,Residential House
REG-383447,H. Afridi,Sadia Bhatti,"House 91, Street 18, Cantt, Multan",305102720,2022-09-29,80,Residential Plot
REG-107768,H. Afridi,Nadeem Rizvi,"House 155, Street 28, Gulgasht, Multan",330165680,2025-04-16,40,Farmhouse
REG-511485,O. Kayani,Hafsa Khokhar,"House 227, Street 6, Chaklala Scheme 3, Rawalpindi",43116080,2021-07-29,20,Farmhouse
REG-247789,O. Kayani,Ghulam Khokhar,"House 171, Street 30, Chaklala Scheme 3, Rawalpindi",527045040,2024-06-02,80,Residential Plot
REG-356719,Malik Javeria Hashmi,Ahmed Gondal,"House 356, Street 12, Gulbahar, Peshawar",45044350,2023-01-09,10,Residential House
REG-442601,Rana Talha Awan,Rida Malik,"House 357, Street 18, Model Town, Lahore",22017370,2021-01-13,5,Farmhouse
REG-331146,علی Abbasi,Saba Malik,"House 395, Street 23, E-11/2, Islamabad",34899780,2023-01-05,10,Residential Plot
REG-181413,K. Butt,Sana Khokhar,"House 97, Street 17, DHA Phase 5, Lahore",78280080,2024-02-03,20,Farmhouse
REG-620358,U. Kayani,Mahnoor Kayani,"House 221, Street 8, Hayatabad Phase 3, Peshawar",30217920,2021-08-09,10,Residential House
REG-396409,H.Yousafzai,Fahad Qureshi,"House 256, Street 21, DHA Phase 5, Lahore",27576265,2024-06-15,5,Commercial Plaza
REG-320696,B.Rizvi,Tooba Sandhu,"House 14, Street 2, Hayatabad Phase 3, Peshawar",35462390,2022-11-22,5,Apartment
REG-579838,U.Qureshi,Amna Warraich,"House 83, Street 25, I-8/4, Islamabad",21271290,2021-03-27,5,Residential Plot
REG-365728,M.Lodhi,Babar Rizvi,"House 140, Street 23, Peoples Colony, Faisalabad",57700349,2023-12-01,7,Residential Plot
REG-383756,Maryam Virk,Ghulam Gondal,"House 348, Street 14, Chaklala Scheme 3, Rawalpindi",37873752,2021-06-15,7,Residential Plot
REG-538431,Chaudhary Maryam Shirazi,Fahad Bangash,"House 203, Street 24, Gulshan-e-Iqbal, Karachi",20691200,2021-12-13,5,Commercial Plaza
REG-790685,Syed Maryam Shirazi,Khadija Janjua,"House 293, Street 31, Clifton Block 2, Karachi",40027232,2022-02-07,7,Residential Plot
REG-396363,Saqib ملک,Rehan Janjua,"House 103, Street 13, University Town, Peshawar",45461381,2024-09-19,7,Farmhouse
REG-571413,Adnan Awan,Rehan Rajput,"House 256, Street 37, Johar Town, Lahore",218800240,2022-08-15,80,Farmhouse
REG-511410,Syed Rehan Durrani,Bilal Kakar,"House 297, Street 13, F-8/3, Islamabad",31395525,2021-07-17,7,Farmhouse
REG-799011,T. Kakar,Zubair Janjua,"House 3, Street 18, F-8/3, Islamabad",213887840,2023-07-12,80,Commercial Plaza
REG-538400,T. Kakar,Laiba Qureshi,"House 80, Street 28, F-8/3, Islamabad",30025695,2025-10-11,7,Residential House
REG-530091,T.Kakar,Asad Hashmi,"House 279, Street 37, Cantt, Multan",43391760,2025-06-29,10,Residential Plot
REG-803745,Nadia Yousafzai,Maryam Orakzai,"House 187, Street 40, Gulgasht, Multan",33676608,2024-10-31,7,Residential House
REG-637129,Nadia Yousafzai,Wajahat Tarar,"House 186, Street 33, Shah Rukn-e-Alam, Multan",227438120,2022-05-22,40,Farmhouse
REG-915811,Fahad Wazir,Hussain Niazi,"House 382, Street 32, North Nazimabad, Karachi",79906220,2021-02-16,20,Residential House
REG-498836,Fahad Wazir,Kashif Khokhar,"House 119, Street 4, North Nazimabad, Karachi",34219647,2023-06-02,7,Apartment
REG-908407,Sardar Junaid Gill,Bilal Warraich,"House 131, Street 17, D Ground, Faisalabad",26709985,2024-09-17,5,Residential House
REG-510213,Taimoor Rajput,Mubashir Gilani,"House 267, Street 40, G-13/1, Islamabad",53249280,2023-03-09,7,Residential Plot
REG-428220,S. Hashmi,Khadija Khattak,"House 316, Street 9, University Town, Peshawar",24689050,2021-01-11,5,Apartment
REG-726390,Mian Ali Butt,Zeeshan Awan,"House 142, Street 24, Bahria Phase 4, Rawalpindi",74234820,2024-10-10,10,Farmhouse
REG-671833,Arsalan Kazmi,Salman Kazmi,"House 322, Street 27, Gulberg III, Lahore",29887718,2022-01-18,7,Commercial Plaza
REG-218221,B.Awan,Qasim Bukhari,"House 109, Street 24, G-10/2, Islamabad",37119540,2022-07-19,5,Residential Plot
REG-989016,B.Awan,Nadia Dar,"House 308, Street 21, I-8/4, Islamabad",160098560,2023-02-17,40,Farmhouse
REG-856179,O.Shirazi,Rabia Kazmi,"House 138, Street 38, DHA Phase 5, Lahore",24037620,2024-11-24,5,Residential Plot
REG-982564,R.Malik,Mehwish Khattak,"House 263, Street 5, Hayatabad Phase 3, Peshawar",41097707,2021-03-25,7,Residential Plot
REG-822143,Sardar Noman Chaudhry,Khalid Rizvi,"House 297, Street 21, Satellite Town, Rawalpindi",68813290,2026-02-26,10,Farmhouse
REG-965344,Syed Noman Chaudhry,Rabia Raja,"House 147, Street 33, Chaklala Scheme 3, Rawalpindi",60741814,2025-09-21,7,Commercial Plaza
REG-747447,L.Saddozai,Rauf Orakzai,"House 256, Street 22, University Town, Peshawar",58217446,2024-06-01,7,Farmhouse
REG-494453,Sana Tareen,Ubaid Gondal,"House 99, Street 15, Cantt, Multan",640917760,2021-08-17,80,Commercial Plaza
REG-660845,Z.Yousafzai,Ghulam Sheikh,"House 25, Street 4, I-8/4, Islamabad",104063480,2021-08-07,20,Commercial Plaza
REG-301327,Khadija Orakzai,Faisal Rizvi,"House 243, Street 9, Madina Town, Faisalabad",47376651,2021-11-22,7,Residential House
REG-368055,Haji Haris Khokhar,Noman Joiya,"House 218, Street 29, E-11/2, Islamabad",61514586,2021-11-23,7,Residential Plot
REG-177464,Haji Haris Khokhar,Kinza Rajput,"House 156, Street 29, G-13/1, Islamabad",36636775,2023-03-10,7,Residential House
REG-690017,I. Afridi,Uzma Bangash,"House 316, Street 38, Bahria Phase 4, Rawalpindi",47916460,2024-08-08,20,Apartment
REG-210626,I. Afridi,Rehan Joiya,"House 11, Street 1, Bahria Phase 4, Rawalpindi",32351100,2026-01-17,10,Farmhouse
REG-698860,Sardar Zainab Khan,Asad Tarar,"House 74, Street 29, Madina Town, Faisalabad",50003142,2025-07-01,7,Farmhouse
REG-149607,Chaudhary Zainab Khan,Owais Tarar,"House 23, Street 2, Madina Town, Faisalabad",41392792,2026-03-13,7,Farmhouse
REG-497203,Syed Iqra Khan,Zainab Chaudhry,"House 101, Street 18, Satellite Town, Rawalpindi",24560490,2025-02-12,3,Residential House
REG-904625,Saad Mughal,Rashid Kayani,"House 111, Street 16, Shah Rukn-e-Alam, Multan",29887200,2024-08-25,7,Residential Plot
REG-623888,S.Kakar,Saba Mirza,"House 157, Street 39, Gulberg III, Lahore",502559200,2021-09-20,80,Apartment
REG-779099,S.Kakar,Ehsan Afridi,"House 31, Street 13, DHA Phase 5, Lahore",348919520,2022-07-18,80,Residential House
REG-605226,Chaudhary Javeria Lodhi,Ibrahim Mehsud,"House 51, Street 20, DHA Phase 5, Lahore",98168600,2023-07-25,40,Residential House
