meter_ref_no,consumer_name,installation_address,avg_monthly_bill_pkr,connection_type
MTR-73488552,Khalid Niazi,"House 151, Street 9, Gulgasht, Multan",31611,Domestic
MTR-45126325,M.Gondal,مکان 54 گلی 32 Gulgasht Multan,48502,Domestic
MTR-35276538,Junaid Afridi,"344-22 B-17, Islamabad",36282,Domestic
MTR-70783063,F.Kayani,مکان 369 گلی 1 Hayatabad Phase 3 Peshawar,288416,Domestic
MTR-48657405,O.Hashmi,مکان 280 گلی 25 Gulshan-e-Iqbal کراچی,210130,Commercial
MTR-34848503,Z.Malik,مکان 54 گلی 5 Gulberg III لاہور,282451,Commercial
MTR-32689560,N. Baig,H#339 St-19 Gulshan-e-Iqbal Karachi,40931,Domestic
MTR-17779113,Sardar Adnan Sheikh,"House No. 219, Gali 6, DHA Phase 5, Lahore",36103,Domestic
MTR-14472238,Junaid Afridi,"House 243, Street 8, DHA Phase 5, Lahore",15181,Domestic
MTR-39557237,Chaudhary Salman Khattak,"House No. 95, Gali 24, Madina Town, Faisalabad",37082,Commercial
MTR-27042809,Wajahat Kayani,"House 289, Street 4, Chaklala Scheme 3, Rawalpindi",34567,Domestic
MTR-13045941,Mahnoor Gondal,"199-34 Peoples Colony, Faisalabad",12917,Domestic
MTR-19603857,S. Mughal,H#65 St-3 BahriaPhase4 Rawalpindi,3393,Domestic
MTR-65343852,R. Shirazi,H#373 St-5 GulbergIII Lahore,34194,Domestic
MTR-78067549,S.Khokhar,مکان 359 گلی 40 Hayatabad Phase 3 Peshawar,166754,Commercial
MTR-47452871,R. Bukhari,H#55 St-37 PeoplesColony Faisalabad,7454,Domestic
MTR-63324328,L. Khattak,H#20 St-12 NorthNazimabad Karachi,400829,Commercial
MTR-71510769,H. Warraich,H#26 St-31 JoharTown Lahore,8254,Domestic
MTR-96585737,Owais Lodhi,"357-7 University Town, Peshawar",202623,Domestic
MTR-87781486,Chaudhary Sajid Durrani,"House No. 97, Gali 29, Clifton Block 2, Karachi",16513,Domestic
MTR-57946297,Fatima Mughal,"House 364, Street 33, I-8/4, Islamabad",43484,Commercial
MTR-68077795,Haris شیخ,"234-4 Satellite Town, Rawalpindi",10081,Domestic
MTR-36557364,Mansoor Afridi,"16-16 B-17, Islamabad",8775,Domestic
MTR-82259385,M.Zaidi,مکان 84 گلی 17 Gulberg III لاہور,47627,Commercial
MTR-86071767,Shoaib Khattak,"House 138, Street 27, Bahria Phase 4, Rawalpindi",4675,Domestic
MTR-18805293,S. Shirazi,H#115 St-17 HayatabadPhase3 Peshawar,14728,Commercial
MTR-20301098,Ubaid Kayani,"155-34 Westridge, Rawalpindi",202043,Commercial
MTR-65704535,J. Zaidi,H#312 St-19 Gulgasht Multan,47783,Domestic
MTR-61362770,Tooba Bhatti,"134-20 University Town, Peshawar",4591,Commercial
MTR-40511801,Nasir Wazir,"370-2 Johar Town, Lahore",184937,Commercial
MTR-82059413,حسین Bukhari,"98-22 Gulgasht, Multan",22266,Domestic
MTR-68179173,Junaid Wazir,"151-7 Peoples Colony, Faisalabad",3749,Domestic
MTR-47633060,Hafsa Cheema,"House 114, Street 23, Cantt, Multan",45399,Commercial
MTR-75886030,Wajahat Siddiqui,"House 325, Street 38, Clifton Block 2, Karachi",8860,Commercial
MTR-29366732,Hamza Mehsud,"House 212, Street 4, Gulshan-e-Iqbal, Karachi",218570,Domestic
MTR-59436200,Ubaid Abbasi,"399-6 Johar Town, Lahore",287827,Domestic
MTR-40350155,W. Dar,H#296 St-11 HayatabadPhase3 Peshawar,354919,Commercial
MTR-79544433,Syed Nasir Sial,"House No. 3, Gali 3, North Nazimabad, Karachi",14329,Commercial
MTR-75166911,Umar ملک,"321-16 Cantt, Multan",28445,Domestic
MTR-71793066,Mahnoor Niazi,"House 24, Street 20, Satellite Town, Rawalpindi",331689,Commercial
MTR-91314538,Rehan Durrani,"259-11 G-13/1, Islamabad",13485,Domestic
MTR-41324203,Sadia Kayani,"106-1 DHA Phase 6, Karachi",349791,Commercial
MTR-74564099,Laiba Orakzai,"54-33 Westridge, Rawalpindi",5386,Domestic
MTR-43368961,H.Shirazi,مکان 268 گلی 13 Chaklala Scheme 3 راولپنڈی,35380,Domestic
MTR-33641606,Malik Noman Orakzai,"House No. 121, Gali 1, Gulshan-e-Iqbal, Karachi",291418,Domestic
MTR-66864161,F. Chaudhry,H#52 St-17 Gulgasht Multan,186399,Domestic
MTR-95315100,Haji Saad Butt,"House No. 185, Gali 21, University Town, Peshawar",45434,Domestic
MTR-17056731,B.Khattak,مکان 184 گلی 29 Chaklala Scheme 3 راولپنڈی,11606,Domestic
MTR-91160751,Chaudhary Fahad Warraich,"House No. 140, Gali 25, North Nazimabad, Karachi",24621,Domestic
MTR-15816545,Waqas Qureshi,"House 292, Street 29, North Nazimabad, Karachi",160695,Domestic
MTR-93113065,Zafar Hashmi,"House 226, Street 3, E-11/2, Islamabad",190460,Domestic
MTR-26341998,Haji Farah Cheema,"House No. 353, Gali 40, D Ground, Faisalabad",41088,Commercial
MTR-16535119,Syed Adnan Zaidi,"House No. 6, Gali 11, Peoples Colony, Faisalabad",59112,Domestic
MTR-69994192,A.Janjua,مکان 26 گلی 33 Gulberg III لاہور,5899,Commercial
MTR-64454112,U.Joiya,مکان 230 گلی 6 Gulbahar Peshawar,7813,Commercial
MTR-39073687,A.Qureshi,مکان 19 گلی 36 North Nazimabad کراچی,16274,Domestic
MTR-91181333,M. Kazmi,H#336 St-30 PeoplesColony Faisalabad,4609,Domestic
MTR-77677978,N.Tarar,مکان 313 گلی 13 I-8/4 اسلام آباد,127300,Commercial
MTR-66111752,M. Cheema,H#24 St-38 E-11/2 Islamabad,221241,Domestic
MTR-38145336,Anas خان,"25-36 D Ground, Faisalabad",4999,Domestic
MTR-66574013,Javeria Bukhari,"House 54, Street 25, Bahria Phase 4, Rawalpindi",7021,Commercial
MTR-83608713,Laiba Orakzai,"House 141, Street 26, Hayatabad Phase 3, Peshawar",59391,Commercial
MTR-40018132,Sardar Mubashir Orakzai,"House No. 365, Gali 36, Madina Town, Faisalabad",443112,Domestic
MTR-87147665,Gul Awan,"92-33 Gulgasht, Multan",125077,Domestic
MTR-23488183,A.Wazir,مکان 346 گلی 35 Shah Rukn-e-Alam Multan,37146,Commercial
MTR-67784036,R.Sheikh,مکان 103 گلی 18 Cantt Multan,8080,Commercial
MTR-14341104,Noman Tareen,"184-29 Peoples Colony, Faisalabad",333007,Domestic
MTR-58721761,Malik Fatima Orakzai,"House No. 196, Gali 25, DHA Phase 5, Lahore",240943,Domestic
MTR-26399375,Shoaib Afridi,"332-24 Gulgasht, Multan",15493,Commercial
MTR-14698131,Taimoor Ansari,"House 96, Street 12, Cantt, Multan",360227,Commercial
MTR-61626882,N. Awan,H#3 St-22 ChaklalaScheme3 Rawalpindi,10273,Commercial
MTR-67412973,B.Kakar,مکان 339 گلی 20 Gulgasht Multan,6895,Domestic
MTR-20075844,H.Gondal,مکان 259 گلی 11 Satellite Town راولپنڈی,33824,Commercial
MTR-18618261,Bushra Cheema,"151-14 Gulberg III, Lahore",6178,Domestic
MTR-68012969,Chaudhary Ahmed Siddiqui,"House No. 229, Gali 16, Shah Rukn-e-Alam, Multan",239376,Domestic
MTR-10510117,Fahad Virk,"371-19 Wapda Town, Lahore",4162,Domestic
MTR-23305397,M.Butt,مکان 165 گلی 33 Johar Town لاہور,337225,Domestic
MTR-79395409,Malik Uzma Chaudhry,"House No. 79, Gali 2, Gulgasht, Multan",46417,Commercial
MTR-68658956,Kashif Zaidi,"117-17 G-13/1, Islamabad",202189,Commercial
MTR-98582540,Ali Virk,"House 274, Street 1, Cantt, Multan",4095,Domestic
MTR-80449660,A. Qureshi,H#311 St-6 GulbergIII Lahore,17271,Commercial
MTR-26232261,Y. Mughal,H#70 St-26 PeoplesColony Faisalabad,354651,Commercial
MTR-88394636,A.Zaidi,مکان 73 گلی 8 Gulbahar Peshawar,289634,Commercial
MTR-65185265,Owais Dar,"House 372, Street 23, Gulgasht, Multan",49571,Domestic
MTR-82595012,M. Kayani,H#93 St-37 SatelliteTown Rawalpindi,145373,Commercial
MTR-47761076,Farah Chaudhry,"House 102, Street 38, DHA Phase 5, Lahore",367274,Domestic
MTR-63890670,Syed Irfan Yousafzai,"House No. 163, Gali 32, F-8/3, Islamabad",181172,Domestic
MTR-83409743,Haji Saqib Sial,"House No. 161, Gali 16, Satellite Town, Rawalpindi",44158,Commercial
MTR-94713208,Z. Khokhar,H#397 St-20 Gulshan-e-Iqbal Karachi,339459,Commercial
MTR-10055873,Naveed Rizvi,"House 376, Street 5, Chaklala Scheme 3, Rawalpindi",59083,Domestic
MTR-39511127,Mahnoor Dar,"House 134, Street 35, G-13/1, Islamabad",52561,Domestic
MTR-83798260,N. Khokhar,H#47 St-26 DGround Faisalabad,17469,Domestic
MTR-16239416,فاطمہ Awan,"92-37 DHA Phase 6, Karachi",49934,Commercial
MTR-67611394,Usman Butt,"House 53, Street 34, Shah Rukn-e-Alam, Multan",420282,Commercial
MTR-74744682,S. Kayani,H#265 St-26 DHAPhase6 Karachi,11049,Domestic
MTR-93347196,A. Awan,H#118 St-5 DHAPhase6 Karachi,21396,Commercial
MTR-68305346,Laiba Bangash,"House 339, Street 15, Hayatabad Phase 3, Peshawar",159074,Domestic
MTR-10953635,M.Mughal,مکان 12 گلی 16 Shah Rukn-e-Alam Multan,321489,Domestic
MTR-95893370,I. Mughal,H#265 St-26 JoharTown Lahore,368086,Domestic
MTR-40829947,Tariq Dar,"House 247, Street 11, North Nazimabad, Karachi",5306,Domestic
MTR-75531771,Mian Nimra Wazir,"House No. 86, Gali 22, Madina Town, Faisalabad",51378,Domestic
MTR-81945281,Asad Malik,"House 77, Street 39, Westridge, Rawalpindi",307732,Commercial
MTR-17296126,S. Rajput,H#309 St-35 Cantt Multan,30913,Commercial
MTR-52417035,Kinza Naqvi,"247-25 DHA Phase 6, Karachi",16009,Commercial
MTR-45056819,Danish راجہ,"279-27 Wapda Town, Lahore",334733,Domestic
MTR-66091188,S.Khan,مکان 353 گلی 21 DHA Phase 6 کراچی,385103,Commercial
MTR-55098584,Kashif Kayani,"House 217, Street 37, Gulbahar, Peshawar",34791,Commercial
MTR-24655989,O. Zaidi,H#248 St-12 Gulbahar Peshawar,6435,Commercial
MTR-37871826,Farhan Kakar,"377-9 Shah Rukn-e-Alam, Multan",15639,Domestic
MTR-46748030,Malik Rehan Kazmi,"House No. 282, Gali 40, Gulshan-e-Iqbal, Karachi",34447,Domestic
MTR-89893537,N. Yousafzai,H#147 St-39 Gulgasht Multan,48805,Commercial
MTR-37106023,Umar بٹ,"262-34 Gulbahar, Peshawar",25735,Domestic
MTR-29727981,Sardar Zara Khan,"House No. 142, Gali 26, Satellite Town, Rawalpindi",34740,Domestic
MTR-32991438,Lubna Chaudhry,"House 146, Street 36, G-13/1, Islamabad",54557,Commercial
MTR-64747242,U. Warraich,H#134 St-12 PeoplesColony Faisalabad,33009,Commercial
MTR-49121639,E.Siddiqui,مکان 132 گلی 35 Gulbahar Peshawar,196325,Commercial
MTR-12903358,Gul Orakzai,"House 212, Street 23, Chaklala Scheme 3, Rawalpindi",12984,Domestic
MTR-43502426,Irfan راجہ,"39-36 Gulshan-e-Iqbal, Karachi",50894,Commercial
MTR-36656301,N. Gill,H#62 St-6 SatelliteTown Rawalpindi,8323,Commercial
MTR-20472982,J. Yousafzai,H#295 St-18 ModelTown Lahore,30779,Commercial
MTR-17918347,Haji Ubaid Siddiqui,"House No. 236, Gali 21, Gulgasht, Multan",188474,Domestic
MTR-14836308,M.Kayani,مکان 122 گلی 18 Chaklala Scheme 3 راولپنڈی,22961,Domestic
MTR-23205315,Sardar Noman Tarar,"House No. 187, Gali 26, Shah Rukn-e-Alam, Multan",53717,Commercial
MTR-34794263,Syed Zeeshan Durrani,"House No. 285, Gali 28, Johar Town, Lahore",57132,Commercial
MTR-68182481,S.Tarar,مکان 323 گلی 34 DHA Phase 6 کراچی,49900,Domestic
MTR-76130294,M. Qureshi,H#31 St-14 Cantt Multan,373381,Domestic
MTR-55683490,Mian Ibrahim Zaidi,"House No. 177, Gali 2, Madina Town, Faisalabad",15976,Domestic
MTR-69085048,Amna Gilani,"House 276, Street 12, Gulgasht, Multan",142182,Domestic
MTR-48178852,Taimoor راجہ,"238-10 Gulshan-e-Iqbal, Karachi",408894,Domestic
MTR-60746971,Noman Mughal,"49-5 Clifton Block 2, Karachi",3323,Domestic
MTR-49488658,T.Qureshi,مکان 80 گلی 6 Wapda Town لاہور,284998,Domestic
MTR-61511246,S.Naqvi,مکان 15 گلی 3 Hayatabad Phase 3 Peshawar,16409,Commercial
MTR-19169109,Sajid Zaidi,"358-35 DHA Phase 6, Karachi",352806,Domestic
MTR-40160087,Hina Afridi,"159-23 Gulgasht, Multan",259729,Commercial
MTR-63720332,J. Hashmi,H#154 St-1 UniversityTown Peshawar,221273,Domestic
MTR-64197839,O.Zaidi,مکان 128 گلی 11 North Nazimabad کراچی,58364,Domestic
MTR-92437241,Sardar Sana Tareen,"House No. 356, Gali 18, Gulbahar, Peshawar",20870,Domestic
MTR-78834628,Talha Awan,"House 327, Street 30, DHA Phase 5, Lahore",353553,Domestic
MTR-14479122,Chaudhary Ali Abbasi,"House No. 12, Gali 12, G-13/1, Islamabad",367083,Domestic
MTR-82454714,D.Raja,مکان 253 گلی 14 Satellite Town راولپنڈی,15906,Domestic
MTR-79707569,K.Butt,مکان 385 گلی 10 DHA Phase 5 لاہور,280361,Commercial
MTR-92161748,U.Kayani,مکان 7 گلی 8 University Town Peshawar,180700,Domestic
MTR-44357784,S. Naqvi,H#247 St-20 I-8/4 Islamabad,42798,Domestic
MTR-60968846,Malik Arsalan Afridi,"House No. 8, Gali 11, Gulshan-e-Iqbal, Karachi",15485,Commercial
MTR-73489348,U. Bukhari,H#244 St-39 Gulbahar Peshawar,57631,Commercial
MTR-39228094,Hafsa Yousafzai,"31-23 DHA Phase 5, Lahore",219614,Commercial
MTR-59670305,N. Khattak,H#225 St-13 UniversityTown Peshawar,22713,Domestic
MTR-19286409,Mustafa Bangash,"278-32 Gulshan-e-Iqbal, Karachi",44227,Domestic
MTR-41012210,Waseem Shirazi,"House 83, Street 5, Gulbahar, Peshawar",8027,Domestic
MTR-26834553,Haji Ibrahim Khokhar,"House No. 260, Gali 25, B-17, Islamabad",39569,Domestic
MTR-69319593,B. Rizvi,H#98 St-34 UniversityTown Peshawar,46207,Commercial
MTR-24039920,U. Bhatti,H#268 St-5 G-10/2 Islamabad,36398,Domestic
MTR-34808328,Umar قریشی,"329-25 G-13/1, Islamabad",16551,Domestic
MTR-25732356,A.Dar,مکان 41 گلی 30 Shah Rukn-e-Alam Multan,5634,Domestic
MTR-34002532,Syed Maryam Virk,"House No. 270, Gali 16, Bahria Phase 4, Rawalpindi",53682,Domestic
MTR-99614433,G. Khokhar,H#219 St-7 Gulgasht Multan,45878,Commercial
MTR-83670555,Maryam Shirazi,"House 162, Street 36, Gulshan-e-Iqbal, Karachi",329254,Domestic
MTR-41584042,A. Shirazi,H#193 St-36 BahriaPhase4 Rawalpindi,14993,Domestic
MTR-88077127,N.Butt,مکان 9 گلی 34 Wapda Town لاہور,5925,Commercial
MTR-68518592,Saqib Malik,"House 142, Street 36, Gulbahar, Peshawar",30437,Domestic
MTR-21676352,Adnan Awan,"House 299, Street 16, Gulberg III, Lahore",357294,Domestic
MTR-36482710,Tariq Kakar,"179-28 I-8/4, Islamabad",222305,Domestic
MTR-74945658,عائشہ Orakzai,"26-26 Bahria Phase 4, Rawalpindi",32017,Commercial
MTR-93455674,Mansoor Abbasi,"43-31 Chaklala Scheme 3, Rawalpindi",40419,Domestic
MTR-62491448,R. Kakar,H#391 St-9 Cantt Multan,32071,Domestic
MTR-75255584,Syed Nadia Yousafzai,"House No. 127, Gali 16, Gulgasht, Multan",374133,Domestic
MTR-21971638,Junaid Gill,"House 320, Street 10, Madina Town, Faisalabad",304449,Domestic
MTR-77404022,Rana Fahad Saddozai,"House No. 318, Gali 10, F-8/3, Islamabad",6793,Domestic
MTR-52944385,Taimoor Rajput,"108-35 I-8/4, Islamabad",321325,Domestic
MTR-17353817,Rida Abbasi,"343-2 Gulgasht, Multan",19428,Commercial
MTR-49861261,Bushra Wazir,"House 10, Street 19, DHA Phase 5, Lahore",17332,Domestic
MTR-47587772,Sardar Saqib Hashmi,"House No. 273, Gali 6, Gulbahar, Peshawar",336823,Domestic
MTR-89203413,A.Butt,مکان 171 گلی 32 Chaklala Scheme 3 راولپنڈی,288178,Commercial
MTR-50223399,A. Kazmi,H#321 St-17 DHAPhase5 Lahore,16079,Domestic
MTR-98643632,O. Shirazi,H#278 St-9 ModelTown Lahore,56600,Domestic
MTR-41359875,Rauf Kakar,"House 163, Street 5, Bahria Phase 4, Rawalpindi",30104,Domestic
MTR-65869436,Rida Malik,"House 212, Street 27, University Town, Peshawar",12858,Domestic
MTR-49045434,Shahzad Ansari,"House 316, Street 18, G-13/1, Islamabad",17253,Domestic
MTR-40086927,Chaudhary Ghulam Raja,"House No. 69, Gali 33, Shah Rukn-e-Alam, Multan",3572,Domestic
MTR-32028979,Yousuf Awan,"116-3 Bahria Phase 4, Rawalpindi",42332,Domestic
MTR-24075789,N. Chaudhry,H#316 St-32 Westridge Rawalpindi,172644,Domestic
MTR-79242042,S. Qureshi,H#22 St-16 NorthNazimabad Karachi,52907,Commercial
MTR-13277473,S. Tareen,H#98 St-19 Cantt Multan,136743,Commercial
MTR-87344674,Zubair Yousafzai,"House 265, Street 10, B-17, Islamabad",385673,Domestic
MTR-42341292,Tariq Naqvi,"373-33 Shah Rukn-e-Alam, Multan",48536,Commercial
MTR-44888723,Babar Gilani,"77-11 Gulbahar, Peshawar",46661,Commercial
MTR-31306671,Sardar Irfan Afridi,"House No. 68, Gali 13, Satellite Town, Rawalpindi",236626,Domestic
MTR-73899930,زینب خان,"122-14 Madina Town, Faisalabad",363930,Domestic
MTR-15615341,I.Khan,مکان 318 گلی 36 Chaklala Scheme 3 راولپنڈی,55242,Commercial
MTR-92904734,S. Mughal,H#313 St-39 ShahRukn-e-Alam Multan,331031,Domestic
MTR-67210297,S. Kakar,H#189 St-25 GulbergIII Lahore,317981,Domestic
MTR-95742245,J. Lodhi,H#212 St-34 WapdaTown Lahore,364698,Domestic
MTR-59746896,Chaudhary Hina Raja,"House No. 219, Gali 39, Gulshan-e-Iqbal, Karachi",17282,Domestic
MTR-96334517,Haji Shahzad Yousafzai,"House No. 267, Gali 32, Madina Town, Faisalabad",44259,Commercial
MTR-25034708,Mian Muhammad Siddiqui,"House No. 321, Gali 8, E-11/2, Islamabad",39999,Domestic
MTR-89112811,N.Afridi,مکان 328 گلی 13 Satellite Town راولپنڈی,48311,Domestic
MTR-38016976,M.Siddiqui,مکان 175 گلی 26 Shah Rukn-e-Alam Multan,39363,Commercial
MTR-95845468,G.Rajput,مکان 331 گلی 9 Clifton Block 2 کراچی,6003,Commercial
MTR-17570684,O. Saddozai,H#154 St-37 G-13/1 Islamabad,20493,Domestic
MTR-28357154,Ghulam چوہدری,"16-22 Chaklala Scheme 3, Rawalpindi",380549,Commercial
MTR-60968569,Owais Bangash,"House 364, Street 3, University Town, Peshawar",11284,Domestic
MTR-97041452,T.Niazi,مکان 90 گلی 8 Chaklala Scheme 3 راولپنڈی,176253,Domestic
MTR-54800719,Z. Kazmi,H#175 St-31 BahriaPhase4 Rawalpindi,4417,Domestic
MTR-34476690,Sana Mehsud,"House 371, Street 3, Bahria Phase 4, Rawalpindi",42965,Domestic
MTR-11660977,H. Shirazi,H#171 St-30 HayatabadPhase3 Peshawar,360895,Commercial
MTR-75179947,Tooba Dar,"House 99, Street 19, Johar Town, Lahore",209429,Domestic
MTR-30446594,Waqas Lodhi,"319-36 G-10/2, Islamabad",39690,Commercial
MTR-23958876,Sajid Abbasi,"House 294, Street 16, Shah Rukn-e-Alam, Multan",7582,Commercial
MTR-28939421,Sufyan Sheikh,"House 242, Street 4, Satellite Town, Rawalpindi",274312,Commercial
MTR-31865257,Lubna Shirazi,"354-29 D Ground, Faisalabad",10141,Domestic
MTR-51081915,Mian Maryam Raja,"House No. 291, Gali 9, University Town, Peshawar",33130,Domestic
MTR-48499243,Haji Yousuf Gondal,"House No. 316, Gali 17, Bahria Phase 4, Rawalpindi",15830,Domestic
MTR-75916881,A.Khokhar,مکان 34 گلی 31 Clifton Block 2 کراچی,9097,Domestic
MTR-31961696,Farhan Shirazi,"House 261, Street 7, Peoples Colony, Faisalabad",222416,Domestic
MTR-91018229,Syed Maryam Khokhar,"House No. 123, Gali 40, North Nazimabad, Karachi",52995,Domestic
MTR-91712256,Noman Orakzai,"House 223, Street 37, Madina Town, Faisalabad",185447,Domestic
MTR-91518447,F.Bukhari,مکان 167 گلی 36 Madina Town Faisalabad,8648,Domestic
MTR-73921720,Iqra قریشی,"395-25 Gulgasht, Multan",18924,Commercial
MTR-11311251,Chaudhary Khadija Tareen,"House No. 388, Gali 10, Cantt, Multan",59400,Domestic
MTR-92548470,H. Dar,H#154 St-37 ShahRukn-e-Alam Multan,431061,Domestic
MTR-32593799,S.Awan,مکان 332 گلی 2 G-10/2 اسلام آباد,29934,Domestic
MTR-52934943,Haji Ubaid Orakzai,"House No. 320, Gali 12, Madina Town, Faisalabad",9829,Commercial
MTR-70947503,G.Gondal,مکان 310 گلی 1 Westridge راولپنڈی,372122,Commercial
MTR-21636994,Z.Gilani,مکان 20 گلی 37 DHA Phase 5 لاہور,225258,Domestic
MTR-42603602,Rana Tariq Abbasi,"House No. 270, Gali 18, Gulgasht, Multan",11303,Domestic
MTR-22935037,Y. Rajput,H#340 St-5 Gulgasht Multan,16315,Domestic
MTR-60242890,Maryam Kakar,"House 233, Street 33, E-11/2, Islamabad",52607,Domestic
MTR-67222343,Z. Mughal,H#306 St-20 B-17 Islamabad,326592,Commercial
MTR-57867162,Amna Sheikh,"House 378, Street 40, Shah Rukn-e-Alam, Multan",30323,Domestic
MTR-11485944,Waseem Kayani,"House 141, Street 17, Chaklala Scheme 3, Rawalpindi",283829,Commercial
MTR-55848506,Jawad Ansari,"249-12 Johar Town, Lahore",6150,Domestic
MTR-12719502,Malik Adnan Hashmi,"House No. 395, Gali 25, University Town, Peshawar",231850,Domestic
MTR-62780352,B. Khattak,H#27 St-11 DHAPhase5 Lahore,211694,Domestic
MTR-39225148,M.Gondal,مکان 243 گلی 17 North Nazimabad کراچی,40981,Domestic
MTR-57468325,K.Mehsud,مکان 350 گلی 3 Wapda Town لاہور,328212,Domestic
MTR-86664869,Babar Lodhi,"131-38 DHA Phase 5, Lahore",274408,Commercial
MTR-50417759,S.Cheema,مکان 93 گلی 21 Gulgasht Multan,50349,Domestic
MTR-78654323,Hina قریشی,"180-15 Shah Rukn-e-Alam, Multan",35237,Commercial
MTR-70739673,I. Shirazi,H#307 St-8 Cantt Multan,154373,Domestic
MTR-79180517,F. Orakzai,H#151 St-30 ChaklalaScheme3 Rawalpindi,369535,Domestic
MTR-31117014,Haji Kashif Mughal,"House No. 142, Gali 4, Hayatabad Phase 3, Peshawar",54427,Commercial
MTR-51530273,S. Joiya,H#103 St-40 E-11/2 Islamabad,19232,Commercial
MTR-88518976,Chaudhary Rehan Yousafzai,"House No. 227, Gali 17, Cantt, Multan",234531,Domestic
MTR-75768647,Taimoor ملک,"335-1 DHA Phase 6, Karachi",252661,Commercial
MTR-61344561,Amna خان,"395-32 D Ground, Faisalabad",16384,Domestic
MTR-32093514,Zainab Gondal,"House 353, Street 31, E-11/2, Islamabad",48892,Domestic
MTR-80592379,Nasir Sheikh,"House 47, Street 24, Gulgasht, Multan",9877,Commercial
MTR-84673191,Uzma Baig,"197-13 Satellite Town, Rawalpindi",360730,Domestic
MTR-12409073,Saba Joiya,"72-3 Cantt, Multan",47384,Commercial
MTR-66509667,A.Rizvi,مکان 9 گلی 3 University Town Peshawar,45174,Domestic
MTR-95322774,R.Khattak,مکان 235 گلی 35 Gulgasht Multan,58855,Domestic
MTR-29871717,M.Khattak,مکان 317 گلی 3 E-11/2 اسلام آباد,150212,Domestic
MTR-50105049,Malik Zeeshan Khokhar,"House No. 303, Gali 5, Peoples Colony, Faisalabad",4322,Domestic
MTR-49824577,Kamran Baig,"378-26 Gulshan-e-Iqbal, Karachi",15723,Commercial
MTR-19146881,Usman Bukhari,"House 33, Street 8, Chaklala Scheme 3, Rawalpindi",369871,Domestic
MTR-68920059,Sufyan Janjua,"House 69, Street 7, Peoples Colony, Faisalabad",15285,Commercial
MTR-58748830,M.Khan,مکان 362 گلی 38 Satellite Town راولپنڈی,51666,Domestic
MTR-82059052,Haji Tooba Lodhi,"House No. 211, Gali 16, Madina Town, Faisalabad",49332,Domestic
MTR-56457932,Nimra Sandhu,"260-15 Gulbahar, Peshawar",22424,Domestic
